taxid,rank,date,shield_no
976830,POLICE OFFICER,4/26/2023,27528
947391,POLICE OFFICER,7/8/2008,3066
951125,POLICE OFFICER,7/6/2011,13478
951125,DETECTIVE,7/29/2019,1871
951125,SERGEANT,4/4/2024,3970
943723,POLICE OFFICER,1/10/2007,26547
939292,POLICE OFFICER,7/11/2005,12574
939292,DETECTIVE,5/29/2012,2998
942418,POLICE OFFICER,7/10/2006,9807
955371,POLICE OFFICER,7/9/2013,5559
946152,POLICE OFFICER,1/7/2008,26152
946152,POLICE OFFICER,12/14/2016,26151
946152,POLICE OFFICER,2/28/2017,26152
946152,DETECTIVE,8/25/2023,4240
974465,POLICE OFFICER,4/13/2022,7165
957995,POLICE OFFICER,1/7/2015,16080
957995,SERGEANT,10/3/2025,3733
981778,POLICE OFFICER,1/29/2025,16287
964235,POLICE OFFICER,7/5/2017,22673
956196,POLICE OFFICER,1/8/2014,14968
956196,SERGEANT,9/30/2024,1982
956197,POLICE OFFICER,1/8/2014,15120
956197,SERGEANT,2/9/2022,2841
969318,POLICE OFFICER,1/6/2020,25704
980833,POLICE OFFICER,10/30/2024,31812
955372,POLICE OFFICER,7/9/2013,11730
935578,POLICE OFFICER,7/1/2004,6689
935578,SERGEANT,12/17/2015,3617
935578,LIEUTENANT,6/29/2018,
935578,CAPTAIN,2/23/2024,
973698,POLICE OFFICER,12/29/2021,23807
947942,POLICE OFFICER,1/14/2009,2545
949905,POLICE OFFICER,7/6/2011,30439
949905,DETECTIVE,11/24/2020,1194
962722,POLICE OFFICER,10/11/2016,19584
962722,SERGEANT,8/30/2024,4327
962723,POLICE OFFICER,10/11/2016,19218
972200,POLICE OFFICER,7/7/2021,26351
969319,POLICE OFFICER,1/6/2020,6865
969319,DETECTIVE,6/27/2025,7679
980834,POLICE OFFICER,10/30/2024,70
980834,POLICE OFFICER,11/25/2024,17414
962670,POLICE OFFICER,10/11/2016,14702
962670,DETECTIVE,5/31/2024,5825
959923,POLICE OFFICER,10/7/2015,21418
959923,DETECTIVE,2/9/2022,2089
941186,POLICE OFFICER,7/10/2006,27197
964236,POLICE OFFICER,7/5/2017,26240
937358,POLICE OFFICER,1/10/2005,25604
937358,SERGEANT,10/26/2012,2820
937358,LIEUTENANT,11/22/2022,
937359,POLICE OFFICER,1/10/2005,24304
937359,DETECTIVE,10/28/2016,5646
947392,POLICE OFFICER,7/8/2008,22008
947392,DETECTIVE,7/30/2021,4441
953306,POLICE OFFICER,7/11/2012,12191
937894,POLICE OFFICER,7/11/2005,14812
953437,POLICE OFFICER,7/11/2012,24148
953437,SERGEANT,5/29/2020,5321
973699,POLICE OFFICER,12/29/2021,30456
957998,POLICE OFFICER,1/7/2015,16994
976987,POLICE OFFICER,5/10/2023,24860
951126,POLICE OFFICER,7/6/2011,24566
948124,POLICE OFFICER,1/14/2009,4609
977645,POLICE OFFICER,7/19/2023,13831
977646,POLICE OFFICER,7/19/2023,26809
975122,POLICE OFFICER,7/13/2022,19925
934105,POLICE OFFICER,1/20/2004,25071
934105,DETECTIVE,10/31/2023,3917
977360,POLICE OFFICER,7/5/2023,23094
967287,POLICE OFFICER,1/3/2019,27401
982600,POLICE OFFICER,4/30/2025,9487
966300,POLICE OFFICER,7/2/2018,13369
966300,DETECTIVE,5/30/2025,7663
968734,POLICE OFFICER,10/7/2019,31901
947839,POLICE OFFICER,7/8/2008,25268
939295,POLICE OFFICER,7/11/2005,30747
939295,DETECTIVE,10/3/2025,4560
935579,POLICE OFFICER,7/1/2004,10393
935579,DETECTIVE,4/26/2013,3053
959125,POLICE OFFICER,7/8/2015,18777
946430,POLICE OFFICER,1/7/2008,25400
946430,POLICE OFFICER,1/15/2016,25288
946430,DETECTIVE,8/22/2017,1553
935580,POLICE OFFICER,7/1/2004,19445
935580,POLICE OFFICER,1/3/2013,32
935580,DETECTIVE,3/1/2013,209
980835,POLICE OFFICER,10/30/2024,10934
940625,POLICE OFFICER,1/9/2006,28814
935581,POLICE OFFICER,7/1/2004,31941
935581,POLICE OFFICER,4/3/2008,28573
935581,SERGEANT,8/5/2009,2748
935581,LIEUTENANT,10/26/2012,
966301,POLICE OFFICER,7/2/2018,12813
949537,POLICE OFFICER,7/6/2010,3621
949537,DETECTIVE,12/22/2020,3525
981779,POLICE OFFICER,1/29/2025,19106
974466,POLICE OFFICER,4/13/2022,13396
967288,POLICE OFFICER,1/3/2019,28989
967288,DETECTIVE,7/31/2024,5329
977648,POLICE OFFICER,7/19/2023,21180
947393,POLICE OFFICER,7/8/2008,13494
947393,SERGEANT,11/24/2015,2436
947393,LIEUTENANT,7/21/2022,
981780,POLICE OFFICER,1/29/2025,21009
981780,POLICE OFFICER,6/17/2025,3767
977706,POLICE OFFICER,9/18/2023,22858
976358,POLICE OFFICER,1/17/2023,11649
982601,POLICE OFFICER,4/30/2025,11433
940626,POLICE OFFICER,1/9/2006,14634
940626,SERGEANT,1/30/2018,4263
940626,LIEUTENANT,2/23/2024,
937361,POLICE OFFICER,1/10/2005,5257
963227,POLICE OFFICER,1/4/2017,19629
952158,POLICE OFFICER,1/9/2012,15014
952158,DETECTIVE,7/26/2018,5384
952158,SERGEANT,8/31/2018,5004
952158,LIEUTENANT,1/26/2024,
975123,POLICE OFFICER,7/13/2022,18288
954269,POLICE OFFICER,1/9/2013,2199
954269,DETECTIVE,4/1/2022,424
