taxid,rank,date,shield_no
902594,DEPUTY INSPECTOR,12/18/2015,
902594,INSPECTOR,9/3/2021,
902594,DEPUTY CHIEF,10/31/2023,
966680,POLICE OFFICER,10/24/2018,13094
982449,POLICE OFFICER,4/30/2025,31921
925646,POLICE OFFICER,3/1/2000,699
925646,DETECTIVE,11/2/2009,6990
925646,SERGEANT,3/18/2021,1831
949237,POLICE OFFICER,7/6/2010,15896
924100,POLICE OFFICER,7/7/1999,22003
924100,DETECTIVE,3/31/2006,4822
966179,POLICE OFFICER,7/2/2018,11532
936999,POLICE OFFICER,1/10/2005,20865
936999,DETECTIVE,1/28/2016,4543
956862,POLICE OFFICER,7/9/2014,7185
956862,SERGEANT,8/25/2023,3323
974294,POLICE OFFICER,4/13/2022,11662
974294,POLICE OFFICER,6/8/2022,29764
940403,POLICE OFFICER,1/9/2006,29836
940403,SERGEANT,6/24/2011,4427
940403,LIEUTENANT,10/25/2013,
971537,POLICE OFFICER,4/28/2021,10125
966681,POLICE OFFICER,10/24/2018,4445
972757,POLICE OFFICER,10/12/2021,5290
980013,POLICE OFFICER,7/3/2024,12354
976972,POLICE OFFICER,5/10/2023,30518
945940,POLICE OFFICER,1/7/2008,18337
945940,POLICE OFFICER,7/6/2010,16928
945940,DETECTIVE,4/28/2017,6916
974295,POLICE OFFICER,4/13/2022,11671
963130,POLICE OFFICER,1/4/2017,23853
978030,POLICE OFFICER,10/25/2023,13275
942093,POLICE OFFICER,7/10/2006,27721
942093,DETECTIVE,11/20/2018,1318
943505,POLICE OFFICER,1/10/2007,17697
981529,POLICE OFFICER,1/29/2025,13273
940404,POLICE OFFICER,1/9/2006,31958
955108,POLICE OFFICER,7/9/2013,18286
955108,DETECTIVE,8/30/2024,5411
969184,POLICE OFFICER,1/6/2020,28099
937000,POLICE OFFICER,1/10/2005,27635
937000,DETECTIVE,11/25/2014,6054
947796,POLICE OFFICER,7/8/2008,9194
947796,DETECTIVE,11/20/2018,1754
947796,DETECTIVE,8/1/2025,4619
899500,POLICE OFFICER,4/30/1991,8906
899500,SERGEANT,4/24/2009,1799
899500,LIEUTENANT,1/29/2021,
972078,POLICE OFFICER,7/7/2021,27783
977252,POLICE OFFICER,7/5/2023,26687
978031,POLICE OFFICER,10/25/2023,12694
980680,POLICE OFFICER,10/30/2024,1456
981530,POLICE OFFICER,1/29/2025,14397
961416,POLICE OFFICER,1/6/2016,26565
961416,SERGEANT,8/25/2023,2520
925647,POLICE OFFICER,3/1/2000,20068
925647,SERGEANT,7/29/2005,2488
925647,LIEUTENANT,11/23/2010,
925647,LT DET COMMANDER,1/27/2023,
978945,POLICE OFFICER,1/17/2024,4726
974296,POLICE OFFICER,4/13/2022,12205
927110,POLICE OFFICER,9/29/2000,4126
927110,SERGEANT,1/26/2007,4172
927110,LIEUTENANT,6/29/2012,
927110,CAPTAIN,9/29/2014,
927110,DEPUTY INSPECTOR,5/30/2023,
930616,POLICE OFFICER,7/1/2002,22625
930616,DETECTIVE,2/28/2014,6758
930616,SERGEANT,1/29/2021,1026
953030,POLICE OFFICER,7/11/2012,22620
938902,POLICE OFFICER,7/11/2005,15668
938902,DETECTIVE,10/7/2019,2232
945232,POLICE OFFICER,7/9/2007,20905
945232,SERGEANT,10/18/2021,2987
930617,POLICE OFFICER,7/1/2002,10005
972759,POLICE OFFICER,10/12/2021,6471
950795,POLICE OFFICER,7/6/2011,10016
951947,POLICE OFFICER,1/9/2012,21563
951947,POLICE OFFICER,11/27/2013,5011
951947,DETECTIVE,8/31/2018,1075
950796,POLICE OFFICER,7/6/2011,7841
950796,DETECTIVE,11/20/2018,1328
950796,POLICE OFFICER,10/14/2021,7847
950796,DETECTIVE,11/27/2024,3230
953032,POLICE OFFICER,7/11/2012,1686
931343,POLICE OFFICER,7/1/2002,9500
931343,DETECTIVE,5/29/2012,2759
940405,POLICE OFFICER,1/9/2006,2133
942095,POLICE OFFICER,7/10/2006,9706
942095,DETECTIVE,10/26/2012,6692
946864,POLICE OFFICER,7/8/2008,3431
946864,SERGEANT,6/24/2022,4415
947196,POLICE OFFICER,7/8/2008,16144
947196,DETECTIVE,6/30/2023,4623
899501,POLICE OFFICER,4/30/1991,23528
899501,SERGEANT,2/27/1998,4716
899501,LIEUTENANT,3/29/2001,
899501,CAPTAIN,5/29/2003,
899501,DEPUTY INSPECTOR,12/22/2006,
899501,INSPECTOR,11/25/2008,
899501,DEPUTY CHIEF,12/23/2011,
899501,ASSISTANT CHIEF,2/19/2015,
899501,CHIEF OF COMMUNITY AFFAIRS,6/29/2020,
899501,CHIEF OF HOUSING,1/24/2022,
899501,CHIEF OF PATROL,5/31/2022,
899501,CHIEF OF DEPARTMENT,12/2/2022,
927111,POLICE OFFICER,9/29/2000,16500
927111,SERGEANT,11/30/2006,1852
927111,SGT DET SQUAD,10/29/2010,
927111,LIEUTENANT,6/26/2015,
927111,LT SPECIAL ASSIGN,3/18/2021,
947197,POLICE OFFICER,7/8/2008,602
956863,POLICE OFFICER,7/9/2014,14352
956863,DETECTIVE,2/23/2024,5056
973557,POLICE OFFICER,12/29/2021,27505
969185,POLICE OFFICER,1/6/2020,3912
953033,POLICE OFFICER,7/11/2012,8743
945941,POLICE OFFICER,1/7/2008,21696
945941,SERGEANT,11/24/2015,2405
947797,POLICE OFFICER,7/8/2008,9751
947797,DETECTIVE,2/9/2022,2386
963624,POLICE OFFICER,4/12/2017,3884
937001,POLICE OFFICER,1/10/2005,30088
937001,SERGEANT,8/31/2015,5404
944754,POLICE OFFICER,7/9/2007,13609
944754,SERGEANT,10/25/2013,4772
944754,LIEUTENANT,8/1/2016,
944754,CAPTAIN,8/31/2018,
944754,DEPUTY INSPECTOR,9/3/2021,
944754,INSPECTOR,12/23/2024,
974297,POLICE OFFICER,4/13/2022,12562
935224,POLICE OFFICER,7/1/2004,19319
935224,DETECTIVE,2/28/2014,6760
954085,POLICE OFFICER,1/9/2013,24631
957796,POLICE OFFICER,1/7/2015,16246
957796,DETECTIVE,6/10/2021,3214
938905,POLICE OFFICER,7/11/2005,3695
938905,DETECTIVE,7/27/2018,762
938905,SERGEANT,5/3/2019,4644
982807,POLICE OFFICER,5/14/2025,31236
975627,POLICE OFFICER,10/19/2022,15939
942096,POLICE OFFICER,7/10/2006,8507
942096,SERGEANT,6/29/2012,4479
942096,LIEUTENANT,11/22/2016,
942096,CAPTAIN,7/30/2021,
942096,DEPUTY INSPECTOR,9/5/2025,
981531,POLICE OFFICER,1/29/2025,14797
953036,POLICE OFFICER,7/11/2012,24338
953036,POLICE OFFICER,9/10/2012,3523
953036,DETECTIVE,10/30/2025,2796
950797,POLICE OFFICER,7/6/2011,12136
950797,DETECTIVE,10/26/2018,4605
954374,POLICE OFFICER,1/9/2013,12050
954374,SERGEANT,11/24/2020,5465
930622,POLICE OFFICER,7/1/2002,19155
930622,SERGEANT,7/27/2007,3453
930622,LIEUTENANT,8/3/2012,
930622,CAPTAIN,1/30/2015,
930622,DEPUTY INSPECTOR,9/30/2022,
