taxid,rank,date,shield_no
936936,POLICE OFFICER,1/10/2005,3297
956042,POLICE OFFICER,1/8/2014,16151
981490,POLICE OFFICER,1/29/2025,19790
942051,POLICE OFFICER,7/10/2006,15985
942051,SERGEANT,12/19/2014,5173
951909,POLICE OFFICER,1/9/2012,21554
967906,POLICE OFFICER,7/1/2019,16323
971525,POLICE OFFICER,4/28/2021,18694
973115,POLICE OFFICER,10/15/2021,5704
957447,POLICE OFFICER,1/7/2015,9305
962097,POLICE OFFICER,7/13/2016,29355
943474,POLICE OFFICER,1/10/2007,20915
943474,DETECTIVE,11/21/2017,2472
941906,POLICE OFFICER,7/10/2006,19494
968567,POLICE OFFICER,10/7/2019,21918
938842,POLICE OFFICER,7/11/2005,15958
938842,DETECTIVE,3/30/2012,2286
952977,POLICE OFFICER,7/11/2012,13651
952977,SERGEANT,2/9/2022,2229
952977,LIEUTENANT,4/4/2024,
936939,POLICE OFFICER,1/10/2005,15724
936939,SERGEANT,8/29/2013,3842
936939,LIEUTENANT,6/24/2022,
956835,POLICE OFFICER,7/9/2014,8735
956835,SERGEANT,8/25/2023,3883
980661,POLICE OFFICER,10/30/2024,29851
955051,POLICE OFFICER,7/9/2013,14887
955051,DETECTIVE,6/30/2023,4621
968568,POLICE OFFICER,10/7/2019,19690
972453,POLICE OFFICER,7/16/2021,23370
936940,POLICE OFFICER,1/10/2005,29728
936940,SERGEANT,6/28/2019,282
979640,POLICE OFFICER,5/8/2024,4843
979986,POLICE OFFICER,7/3/2024,13106
935077,POLICE OFFICER,7/1/2004,12959
935077,DETECTIVE,1/28/2011,2641
942052,POLICE OFFICER,7/10/2006,11265
942052,DETECTIVE,2/24/2017,7425
938843,POLICE OFFICER,7/11/2005,27783
938843,SERGEANT,1/27/2012,3192
938843,LIEUTENANT,8/22/2017,
944132,POLICE OFFICER,4/13/2007,3718
944132,DETECTIVE,2/28/2014,6752
952978,POLICE OFFICER,7/11/2012,11376
952978,SERGEANT,9/29/2023,4826
948376,POLICE OFFICER,7/14/2009,27464
948376,DETECTIVE,11/26/2019,2885
948376,SERGEANT,12/19/2019,5022
952979,POLICE OFFICER,7/11/2012,14284
952979,DETECTIVE,3/31/2023,2234
955052,POLICE OFFICER,7/9/2013,7369
968569,POLICE OFFICER,10/7/2019,22614
974268,POLICE OFFICER,4/13/2022,7090
947170,POLICE OFFICER,7/8/2008,17405
947170,SERGEANT,6/30/2017,3119
969895,POLICE OFFICER,11/2/2020,25097
970658,POLICE OFFICER,12/29/2020,12440
972062,POLICE OFFICER,7/7/2021,27227
968570,POLICE OFFICER,10/7/2019,27357
980662,POLICE OFFICER,10/30/2024,31612
960793,POLICE OFFICER,1/6/2016,5826
960793,SERGEANT,6/27/2025,1254
963114,POLICE OFFICER,1/4/2017,23825
981491,POLICE OFFICER,1/29/2025,8177
942053,POLICE OFFICER,7/10/2006,27469
942053,SERGEANT,6/25/2014,4236
942053,LIEUTENANT,4/4/2024,
982424,POLICE OFFICER,4/30/2025,22352
969896,POLICE OFFICER,11/2/2020,25183
945383,POLICE OFFICER,1/7/2008,26830
945383,SERGEANT,3/1/2013,2705
928631,POLICE OFFICER,7/2/2001,11424
928631,DETECTIVE,5/26/2006,6258
981492,POLICE OFFICER,1/29/2025,9276
956836,POLICE OFFICER,7/9/2014,14549
956836,DETECTIVE,11/24/2020,5444
935177,POLICE OFFICER,7/1/2004,10427
935177,POLICE OFFICER,2/17/2012,10603
935177,DETECTIVE,12/17/2015,4291
935177,SERGEANT,10/30/2019,1772
938844,POLICE OFFICER,7/11/2005,6189
938844,SERGEANT,12/22/2020,1506
