taxid,rank,date,shield_no
981172,POLICE OFFICER,1/29/2025,16519
948804,POLICE OFFICER,7/3/2010,6198
948804,DETECTIVE,6/24/2022,5906
971377,POLICE OFFICER,4/28/2021,2474
971378,POLICE OFFICER,4/28/2021,6666
976056,POLICE OFFICER,1/17/2023,6563
958421,POLICE OFFICER,7/8/2015,18142
958421,DETECTIVE,5/30/2023,2392
944452,POLICE OFFICER,7/9/2007,4930
944452,SERGEANT,8/3/2012,4988
944452,SGT DET SQUAD,5/30/2025,
978879,POLICE OFFICER,1/17/2024,5536
943100,POLICE OFFICER,1/10/2007,6620
943100,DETECTIVE,8/22/2017,609
945605,POLICE OFFICER,1/7/2008,24074
941582,POLICE OFFICER,7/10/2006,17430
941582,SERGEANT,8/30/2016,480
941582,LIEUTENANT,6/10/2021,
975410,POLICE OFFICER,10/19/2022,20413
929928,POLICE OFFICER,7/1/2002,9094
929928,DETECTIVE,11/20/2018,1597
968340,POLICE OFFICER,10/7/2019,26696
943101,POLICE OFFICER,1/10/2007,7828
943101,SERGEANT,10/25/2013,664
943101,LIEUTENANT,2/26/2020,
953771,POLICE OFFICER,1/9/2013,27057
953771,DETECTIVE,10/18/2021,6168
953771,SERGEANT,6/24/2022,4355
953771,LIEUTENANT,5/30/2025,
954664,POLICE OFFICER,7/9/2013,1910
954664,DETECTIVE,5/29/2020,6731
954664,DETECTIVE,8/12/2024,145
948805,POLICE OFFICER,7/6/2010,15453
969601,POLICE OFFICER,11/2/2020,21060
947729,POLICE OFFICER,7/8/2008,8237
950225,POLICE OFFICER,7/6/2011,3693
940995,POLICE OFFICER,1/9/2006,26403
940995,SERGEANT,9/30/2016,1237
950226,POLICE OFFICER,7/6/2011,24787
950226,DETECTIVE,2/28/2025,1321
939771,LIEUTENANT,9/28/2001,
939771,LT DET COMMANDER,7/30/2021,
934678,POLICE OFFICER,7/1/2004,427
934678,SERGEANT,11/26/2013,1438
979788,POLICE OFFICER,7/3/2024,3539
977829,POLICE OFFICER,10/25/2023,31919
940020,POLICE OFFICER,1/9/2006,5266
940020,SERGEANT,1/30/2018,3936
940020,SERGEANT,3/16/2018,563
940020,LIEUTENANT,4/25/2025,
963464,POLICE OFFICER,4/12/2017,3651
941583,POLICE OFFICER,7/10/2006,19388
941583,DETECTIVE,6/28/2024,7253
946628,POLICE OFFICER,7/8/2008,871
946871,POLICE OFFICER,7/8/2008,7146
946871,DETECTIVE,12/17/2015,4118
973325,POLICE OFFICER,12/29/2021,28387
953773,POLICE OFFICER,1/9/2013,21331
958422,POLICE OFFICER,7/8/2015,21218
960388,POLICE OFFICER,1/6/2016,8246
960388,DETECTIVE,10/3/2025,2768
915487,POLICE OFFICER,6/30/1995,13071
915487,DETECTIVE,11/30/2007,1910
929929,POLICE OFFICER,7/1/2002,4137
929929,SERGEANT,3/28/2008,3053
929929,LIEUTENANT,8/30/2012,
929929,LT DET COMMANDER,7/30/2021,
979113,POLICE OFFICER,4/24/2024,9915
974025,POLICE OFFICER,4/13/2022,7604
974025,POLICE OFFICER,6/8/2022,3080
938254,POLICE OFFICER,7/11/2005,17483
965694,POLICE OFFICER,4/25/2018,4212
966514,POLICE OFFICER,10/24/2018,16198
936375,POLICE OFFICER,1/10/2005,31191
955512,POLICE OFFICER,7/9/2013,646
955512,SERGEANT,9/5/2025,746
955837,POLICE OFFICER,1/8/2014,10264
955837,DETECTIVE,5/31/2024,1333
951630,POLICE OFFICER,1/9/2012,21098
951630,DETECTIVE,2/9/2022,1182
951630,SERGEANT,2/23/2024,2278
925107,POLICE OFFICER,3/1/2000,9546
925107,DETECTIVE,9/30/2013,1601
932485,POLICE OFFICER,7/1/2003,12384
932485,SERGEANT,7/25/2008,1391
932485,SGT DET SQUAD,7/21/2022,
963465,POLICE OFFICER,4/12/2017,28970
963465,DETECTIVE,11/22/2022,1751
963465,SERGEANT,9/5/2025,898
964453,POLICE OFFICER,10/18/2017,9340
964453,POLICE OFFICER,3/16/2018,23214
940021,POLICE OFFICER,1/9/2006,13146
957481,POLICE OFFICER,1/7/2015,15742
957481,DETECTIVE,12/23/2022,1088
974695,SERGEANT,5/16/2022,241
954665,POLICE OFFICER,7/9/2013,10261
954665,DETECTIVE,3/5/2019,7786
957482,POLICE OFFICER,1/7/2015,24042
