taxid,rank,date,shield_no
976866,POLICE OFFICER,4/26/2023,17684
961322,POLICE OFFICER,1/6/2016,1927
961322,DETECTIVE,9/5/2025,4203
953115,POLICE OFFICER,7/11/2012,14445
953115,SERGEANT,6/28/2019,889
931263,POLICE OFFICER,7/1/2002,20485
931263,DETECTIVE,12/23/2022,2220
966352,POLICE OFFICER,7/2/2018,11922
940762,POLICE OFFICER,1/9/2006,19946
940762,POLICE OFFICER,3/26/2012,19896
940762,DETECTIVE,11/24/2020,7058
940762,SERGEANT,10/18/2021,3132
953438,POLICE OFFICER,7/11/2012,9376
953438,POLICE OFFICER,1/10/2014,24789
953438,SERGEANT,8/30/2019,5620
975831,POLICE OFFICER,10/19/2022,6965
953439,POLICE OFFICER,7/11/2012,23774
953439,SERGEANT,10/25/2024,3401
937579,POLICE OFFICER,1/10/2005,4358
945024,POLICE OFFICER,7/9/2007,18636
958091,POLICE OFFICER,1/7/2015,15820
943843,POLICE OFFICER,1/10/2007,3415
976554,POLICE OFFICER,1/31/2023,9563
976554,POLICE OFFICER,6/1/2023,156
966353,POLICE OFFICER,7/2/2018,2179
945025,POLICE OFFICER,7/9/2007,10698
933550,POLICE OFFICER,1/20/2004,23392
933550,SERGEANT,2/28/2014,3038
933550,LIEUTENANT,9/28/2017,
933550,CAPTAIN,7/30/2021,
949690,POLICE OFFICER,7/6/2010,4996
949690,SERGEANT,9/30/2022,730
963290,POLICE OFFICER,1/4/2017,21710
961323,POLICE OFFICER,1/6/2016,17519
961323,SERGEANT,4/4/2024,4047
946290,POLICE OFFICER,1/7/2008,19089
946290,DETECTIVE,6/24/2016,5021
955526,POLICE OFFICER,7/9/2013,8120
955526,DETECTIVE,6/10/2021,3605
940763,POLICE OFFICER,1/9/2006,7602
940763,DETECTIVE,4/1/2022,7602
980211,POLICE OFFICER,7/3/2024,4799
973789,POLICE OFFICER,12/29/2021,20469
973789,POLICE OFFICER,3/5/2024,10459
947514,POLICE OFFICER,7/8/2008,12957
947514,SERGEANT,2/9/2022,3222
948295,POLICE OFFICER,7/14/2009,4251
948295,DETECTIVE,1/25/2019,6768
948295,DETECTIVE,1/26/2023,4251
972035,POLICE OFFICER,7/7/2021,21556
972035,POLICE OFFICER,12/17/2021,27790
959169,POLICE OFFICER,7/8/2015,7201
949692,POLICE OFFICER,7/6/2010,2040
976422,POLICE OFFICER,1/17/2023,12549
957187,POLICE OFFICER,7/9/2014,22621
957187,DETECTIVE,10/18/2021,6523
957187,SERGEANT,12/22/2023,5566
947515,POLICE OFFICER,7/8/2008,21966
953441,POLICE OFFICER,7/11/2012,12804
953441,DETECTIVE,4/30/2020,5999
954351,POLICE OFFICER,1/9/2013,3158
970877,POLICE OFFICER,12/29/2020,9112
947516,POLICE OFFICER,7/8/2008,4431
947516,SERGEANT,8/29/2013,4329
947516,LIEUTENANT,2/26/2020,
945027,POLICE OFFICER,7/9/2007,29269
945027,DETECTIVE,5/2/2016,215
955527,POLICE OFFICER,7/9/2013,7549
955527,SERGEANT,10/28/2022,2386
939522,POLICE OFFICER,7/11/2005,26074
939522,SERGEANT,5/29/2020,2124
972273,POLICE OFFICER,7/7/2021,26849
978791,POLICE OFFICER,1/3/2024,20231
978791,POLICE OFFICER,1/25/2024,7254
959268,POLICE OFFICER,7/8/2015,18382
959268,DETECTIVE,4/28/2023,7762
959268,SERGEANT,9/30/2024,2255
911165,POLICE OFFICER,4/1/1995,20936
911165,DETECTIVE,10/31/2003,4021
911165,POLICE OFFICER,11/17/2003,20936
979525,POLICE OFFICER,4/24/2024,2893
979525,POLICE OFFICER,6/26/2024,27912
973790,POLICE OFFICER,12/29/2021,30923
929208,POLICE OFFICER,7/2/2001,28510
929208,DETECTIVE,5/30/2008,2572
935783,POLICE OFFICER,7/1/2004,16808
935783,DETECTIVE,9/29/2023,7705
977418,POLICE OFFICER,7/5/2023,28772
971240,POLICE OFFICER,2/24/2021,24390
955528,POLICE OFFICER,7/9/2013,31968
955528,SERGEANT,5/27/2022,4417
978235,POLICE OFFICER,10/25/2023,26371
967695,POLICE OFFICER,4/15/2019,16928
941148,POLICE OFFICER,1/9/2006,3809
978994,POLICE OFFICER,1/17/2024,25448
978994,POLICE OFFICER,3/1/2024,3006
949693,POLICE OFFICER,7/6/2010,11683
949693,SERGEANT,12/22/2023,5571
967352,POLICE OFFICER,1/3/2019,29042
967352,DETECTIVE,6/27/2025,7905
962118,POLICE OFFICER,7/13/2016,7971
962118,POLICE OFFICER,12/28/2017,25652
962118,DETECTIVE,7/30/2021,3947
962118,SERGEANT,9/5/2025,3
937583,POLICE OFFICER,1/10/2005,19890
937583,SERGEANT,10/25/2013,5356
937583,LIEUTENANT,6/10/2021,
943844,POLICE OFFICER,1/10/2007,14749
943844,DETECTIVE,5/30/2023,2798
953443,POLICE OFFICER,7/11/2012,24526
953443,DETECTIVE,11/21/2017,3557
959269,POLICE OFFICER,7/8/2015,20762
944179,POLICE OFFICER,1/10/2007,15794
944179,SERGEANT,9/5/2014,4707
944179,LIEUTENANT,11/20/2018,
944179,LT SPECIAL ASSIGN,4/1/2022,
944179,CAPTAIN,10/31/2023,
973791,POLICE OFFICER,12/29/2021,21732
939526,POLICE OFFICER,7/11/2005,7133
939526,SERGEANT,1/27/2012,4358
939526,LIEUTENANT,5/3/2019,
939526,CAPTAIN,8/30/2024,
976423,POLICE OFFICER,1/17/2023,612
938281,POLICE OFFICER,7/11/2005,23797
938281,SERGEANT,1/28/2016,3728
938281,LIEUTENANT,9/28/2018,
945375,POLICE OFFICER,1/7/2008,13887
969376,POLICE OFFICER,1/6/2020,27583
978792,POLICE OFFICER,1/3/2024,18814
961325,POLICE OFFICER,1/6/2016,3636
961325,DETECTIVE,4/1/2022,324
926166,POLICE OFFICER,3/1/2000,26264
952264,POLICE OFFICER,1/9/2012,16713
952264,SERGEANT,2/9/2022,3226
942581,POLICE OFFICER,7/10/2006,24247
942581,DETECTIVE,4/26/2024,4273
968333,POLICE OFFICER,10/7/2019,8424
929211,POLICE OFFICER,7/2/2001,10485
929211,SERGEANT,12/23/2010,4981
929211,SGT DET SQUAD,6/28/2019,
921792,POLICE OFFICER,7/1/1998,11204
921792,SERGEANT,4/29/2011,1479
891057,POLICE OFFICER,1/1/1990,5269
931270,POLICE OFFICER,7/1/2002,15956
931270,SERGEANT,2/9/2022,3228
957190,POLICE OFFICER,7/9/2014,8991
957190,DETECTIVE,1/26/2024,2899
959270,POLICE OFFICER,7/8/2015,20386
959270,POLICE OFFICER,9/19/2018,21296
959270,POLICE OFFICER,10/18/2018,20386
959270,DETECTIVE,4/1/2022,3309
963767,POLICE OFFICER,4/12/2017,5356
