taxid,rank,date,shield_no
961375,POLICE OFFICER,1/6/2016,14010
935853,POLICE OFFICER,7/1/2004,4592
970261,POLICE OFFICER,11/2/2020,25054
949732,POLICE OFFICER,7/6/2010,6547
949732,DETECTIVE,5/27/2022,5356
951340,POLICE OFFICER,7/6/2011,4354
951340,DETECTIVE,7/30/2021,4579
971705,POLICE OFFICER,4/28/2021,20289
939581,POLICE OFFICER,7/11/2005,28621
940804,POLICE OFFICER,1/9/2006,28983
940804,SERGEANT,12/22/2020,1793
972990,POLICE OFFICER,10/12/2021,9496
953485,POLICE OFFICER,7/11/2012,31349
926212,POLICE OFFICER,3/1/2000,25848
926212,DETECTIVE,10/7/2019,2431
972991,POLICE OFFICER,10/12/2021,4727
972991,POLICE OFFICER,11/3/2022,18723
940805,POLICE OFFICER,1/9/2006,30683
940805,SERGEANT,9/30/2016,2725
940805,SERGEANT,3/24/2023,2712
929258,POLICE OFFICER,7/2/2001,27487
929258,SERGEANT,12/21/2007,2061
929258,SGT DET SQUAD,11/24/2015,
976880,POLICE OFFICER,4/26/2023,23854
965887,POLICE OFFICER,4/25/2018,10884
954375,POLICE OFFICER,1/9/2013,20869
954375,SERGEANT,8/30/2024,5484
957221,POLICE OFFICER,7/9/2014,14740
976440,POLICE OFFICER,1/17/2023,8325
955584,POLICE OFFICER,7/9/2013,26431
978249,POLICE OFFICER,10/25/2023,3201
978249,POLICE OFFICER,4/3/2024,7019
969395,POLICE OFFICER,1/6/2020,29073
939584,POLICE OFFICER,7/11/2005,29065
939584,DETECTIVE,12/19/2014,4110
974594,POLICE OFFICER,4/13/2022,13206
945056,POLICE OFFICER,7/9/2007,5606
945056,SERGEANT,6/25/2020,4490
934218,POLICE OFFICER,1/20/2004,1198
934218,DETECTIVE,6/9/2017,1076
966885,POLICE OFFICER,10/24/2018,17642
939585,POLICE OFFICER,7/11/2005,4336
972992,POLICE OFFICER,10/12/2021,4767
971246,POLICE OFFICER,2/24/2021,23438
965567,POLICE OFFICER,1/10/2018,27980
891112,POLICE OFFICER,1/1/1990,2384
891112,SERGEANT,6/26/1992,3274
891112,LIEUTENANT,3/31/2000,
891112,CAPTAIN,3/30/2007,
891112,DEPUTY INSPECTOR,11/3/2014,
891112,INSPECTOR,11/22/2016,
891112,DEPUTY CHIEF,6/24/2022,
978808,POLICE OFFICER,1/3/2024,10903
978809,POLICE OFFICER,1/3/2024,13554
978809,POLICE OFFICER,7/1/2024,2384
946330,POLICE OFFICER,1/7/2008,24045
946330,SERGEANT,9/3/2021,2598
966886,POLICE OFFICER,10/24/2018,16460
970894,POLICE OFFICER,12/29/2020,9819
976881,POLICE OFFICER,4/26/2023,28006
974596,POLICE OFFICER,4/13/2022,14657
979546,POLICE OFFICER,4/24/2024,11147
978811,POLICE OFFICER,1/3/2024,1259
978811,POLICE OFFICER,1/25/2024,22791
933412,POLICE OFFICER,7/1/2003,31899
933412,SERGEANT,9/29/2008,5209
933412,LIEUTENANT,10/25/2013,
933412,CAPTAIN,7/28/2017,
933412,DEPUTY INSPECTOR,8/26/2022,
964316,POLICE OFFICER,7/5/2017,15222
937639,POLICE OFFICER,1/10/2005,6729
947545,POLICE OFFICER,7/8/2008,2303
947545,DETECTIVE,7/30/2021,4583
936023,POLICE OFFICER,7/1/2004,13214
963779,POLICE OFFICER,4/12/2017,2815
963779,POLICE OFFICER,8/22/2024,14295
963779,SERGEANT,8/30/2024,5501
940806,POLICE OFFICER,1/9/2006,11429
940806,SERGEANT,6/29/2012,4844
940806,LIEUTENANT,6/29/2018,
940806,LT DET COMMANDER,6/27/2025,
956301,POLICE OFFICER,1/8/2014,13455
953486,POLICE OFFICER,7/11/2012,13234
953486,SERGEANT,10/26/2018,2357
953486,LIEUTENANT,5/30/2025,
945329,POLICE OFFICER,7/9/2007,20492
945329,SERGEANT,9/28/2012,1404
945329,LIEUTENANT,5/3/2019,
945329,CAPTAIN,4/28/2023,
918412,POLICE OFFICER,7/18/1996,15985
918412,SERGEANT,7/31/2006,1509
918412,SGT DET SQUAD,12/21/2018,
964806,POLICE OFFICER,10/18/2017,4126
919781,POLICE OFFICER,4/15/1997,14458
919781,DETECTIVE,10/18/2021,483
949733,POLICE OFFICER,7/6/2010,8450
937640,POLICE OFFICER,1/10/2005,4457
939586,POLICE OFFICER,7/11/2005,14577
902480,POLICE OFFICER,6/30/1992,822
902480,SERGEANT,1/22/1999,5336
902480,SGT DET SQUAD,5/3/2019,
977434,POLICE OFFICER,7/5/2023,14445
961376,POLICE OFFICER,1/6/2016,18321
976441,POLICE OFFICER,1/17/2023,1046
954376,POLICE OFFICER,1/9/2013,20873
954376,DETECTIVE,4/28/2023,7768
961377,POLICE OFFICER,1/6/2016,18324
961377,SERGEANT,11/27/2024,3029
975853,POLICE OFFICER,10/19/2022,4615
939587,POLICE OFFICER,7/11/2005,9192
939587,SERGEANT,12/23/2010,5415
939587,LIEUTENANT,1/25/2013,
939587,CAPTAIN,6/24/2016,
939587,DEPUTY INSPECTOR,9/3/2021,
939587,INSPECTOR,4/26/2024,
961378,POLICE OFFICER,1/6/2016,10854
961378,SERGEANT,4/4/2024,4062
955585,POLICE OFFICER,7/9/2013,7575
968845,POLICE OFFICER,10/7/2019,21757
968845,POLICE OFFICER,1/27/2020,28652
951341,POLICE OFFICER,7/6/2011,10292
951341,SERGEANT,5/30/2025,5638
942881,POLICE OFFICER,1/10/2007,19160
929261,POLICE OFFICER,7/2/2001,9795
929261,SERGEANT,9/24/2010,3082
929261,SGT DET SQUAD,3/31/2023,
948516,POLICE OFFICER,1/11/2010,8697
948516,SERGEANT,7/19/2016,38
948516,LIEUTENANT,2/9/2022,
933413,POLICE OFFICER,7/1/2003,26120
933413,DETECTIVE,8/29/2013,633
981929,POLICE OFFICER,1/29/2025,11858
958125,POLICE OFFICER,1/7/2015,24945
958125,DETECTIVE,7/30/2021,3961
939588,POLICE OFFICER,7/11/2005,3192
939588,SERGEANT,6/26/2015,5393
939588,LIEUTENANT,5/30/2025,
978998,POLICE OFFICER,1/17/2024,738
960095,POLICE OFFICER,10/7/2015,19105
959304,POLICE OFFICER,7/8/2015,6215
959304,SERGEANT,5/31/2024,4462
959305,POLICE OFFICER,7/8/2015,18386
945330,POLICE OFFICER,7/9/2007,11502
945330,DETECTIVE,3/2/2015,4706
945058,POLICE OFFICER,7/9/2007,17032
945058,POLICE OFFICER,7/14/2011,278
945058,DETECTIVE,11/24/2015,6032
