taxid,rank,date,shield_no
932279,SERGEANT,4/28/2017,159
933625,POLICE OFFICER,1/20/2004,22721
979047,POLICE OFFICER,4/24/2024,2368
949839,POLICE OFFICER,7/6/2011,11055
949839,SERGEANT,1/30/2018,3845
949839,LIEUTENANT,1/26/2024,
941373,POLICE OFFICER,7/10/2006,3120
941373,DETECTIVE,11/3/2014,1184
970398,POLICE OFFICER,12/29/2020,5524
975977,POLICE OFFICER,1/17/2023,11262
939217,POLICE OFFICER,7/11/2005,23372
939217,DETECTIVE,11/21/2017,961
950033,POLICE OFFICER,7/6/2011,17930
950033,POLICE OFFICER,5/15/2019,1705
950033,SERGEANT,10/30/2019,1089
950033,LIEUTENANT,12/23/2024,
955732,POLICE OFFICER,1/8/2014,7613
955732,SERGEANT,5/30/2025,5497
979048,POLICE OFFICER,4/24/2024,5427
977751,POLICE OFFICER,10/25/2023,31898
977751,POLICE OFFICER,12/22/2023,15500
979705,POLICE OFFICER,7/3/2024,473
958272,POLICE OFFICER,7/8/2015,20397
958272,DETECTIVE,7/30/2021,1803
958272,SERGEANT,9/29/2023,4652
958273,POLICE OFFICER,7/8/2015,18546
958273,POLICE OFFICER,6/6/2016,26918
958273,DETECTIVE,5/30/2023,2306
949840,POLICE OFFICER,7/6/2011,10394
949840,SERGEANT,9/3/2021,1489
948175,POLICE OFFICER,7/14/2009,26705
948175,POLICE OFFICER,7/25/2019,5076
948175,DETECTIVE,6/10/2021,7056
957343,POLICE OFFICER,1/7/2015,16221
932280,POLICE OFFICER,7/1/2003,4739
932280,DETECTIVE,3/1/2013,1029
944339,POLICE OFFICER,7/9/2007,1212
903377,POLICE OFFICER,8/30/1993,23389
903377,DETECTIVE,2/25/2000,5792
903377,SERGEANT,8/18/2000,3157
903377,LIEUTENANT,3/26/2004,
903377,LT DET COMMANDER,3/28/2008,
903377,CAPTAIN,12/23/2009,
903377,DEPUTY INSPECTOR,8/31/2015,
903377,INSPECTOR,6/28/2019,
943337,POLICE OFFICER,1/10/2007,29019
978376,POLICE OFFICER,1/3/2024,20522
978376,POLICE OFFICER,1/25/2024,7883
978862,POLICE OFFICER,1/17/2024,23208
975339,POLICE OFFICER,10/19/2022,30001
976578,POLICE OFFICER,4/26/2023,24051
939890,POLICE OFFICER,1/9/2006,6475
966949,POLICE OFFICER,1/3/2019,26631
966949,SERGEANT,2/23/2024,2815
962932,POLICE OFFICER,1/4/2017,23933
953644,POLICE OFFICER,1/9/2013,6246
978377,POLICE OFFICER,1/3/2024,11122
962233,POLICE OFFICER,10/11/2016,12661
956402,POLICE OFFICER,7/9/2014,3669
956402,SERGEANT,11/27/2024,272
960184,POLICE OFFICER,1/6/2016,3376
960184,DETECTIVE,7/30/2021,1814
945484,POLICE OFFICER,1/7/2008,21271
975978,POLICE OFFICER,1/17/2023,834
929664,POLICE OFFICER,7/1/2002,12029
929664,SERGEANT,1/31/2008,312
929664,SGT DET SQUAD,3/18/2021,
948633,POLICE OFFICER,7/6/2010,8502
948633,DETECTIVE,5/30/2023,2308
977045,POLICE OFFICER,7/5/2023,27121
952432,POLICE OFFICER,7/11/2012,28597
952432,SERGEANT,12/23/2022,4080
938004,POLICE OFFICER,7/11/2005,5264
958274,POLICE OFFICER,7/8/2015,6838
952434,POLICE OFFICER,7/11/2012,11054
952434,DETECTIVE,11/21/2017,1070
952434,SERGEANT,12/21/2018,1752
971811,POLICE OFFICER,7/7/2021,21389
974727,POLICE OFFICER,7/13/2022,24761
926531,POLICE OFFICER,9/29/2000,16137
926531,SERGEANT,6/30/2006,125
926531,LIEUTENANT,1/31/2014,
926531,LT SPECIAL ASSIGN,12/19/2019,
936159,POLICE OFFICER,1/10/2005,5954
936159,DETECTIVE,12/19/2014,4022
976576,POLICE OFFICER,4/26/2023,20473
