taxid,rank,date,shield_no
970599,POLICE OFFICER,12/29/2020,8718
977551,POLICE OFFICER,7/19/2023,22806
980592,POLICE OFFICER,10/30/2024,21866
964555,POLICE OFFICER,10/18/2017,10140
978544,POLICE OFFICER,1/3/2024,26454
982349,POLICE OFFICER,4/30/2025,13270
978920,POLICE OFFICER,1/17/2024,1883
941218,POLICE OFFICER,7/10/2006,31233
941218,DETECTIVE,12/21/2021,5141
975534,POLICE OFFICER,10/19/2022,16950
941040,POLICE OFFICER,1/9/2006,17413
941040,DETECTIVE,9/29/2014,4414
980593,POLICE OFFICER,10/30/2024,14273
976711,POLICE OFFICER,4/26/2023,17528
981389,POLICE OFFICER,1/29/2025,8088
964556,POLICE OFFICER,10/18/2017,12928
976524,POLICE OFFICER,1/31/2023,11467
971998,POLICE OFFICER,7/7/2021,26180
960667,POLICE OFFICER,1/6/2016,5346
936761,POLICE OFFICER,1/10/2005,847
936761,SERGEANT,12/23/2010,4857
936761,LIEUTENANT,8/29/2013,
936761,LT DET COMMANDER,6/9/2017,
968489,POLICE OFFICER,10/7/2019,9753
968489,DETECTIVE,1/26/2024,1666
952848,POLICE OFFICER,7/11/2012,31760
952848,SERGEANT,7/30/2021,1663
977183,POLICE OFFICER,7/5/2023,14666
971476,POLICE OFFICER,4/28/2021,14880
977953,POLICE OFFICER,10/25/2023,173
977184,POLICE OFFICER,7/5/2023,15127
977185,POLICE OFFICER,7/5/2023,13600
982350,POLICE OFFICER,4/30/2025,19593
974184,POLICE OFFICER,4/13/2022,11544
956734,POLICE OFFICER,7/9/2014,18957
956734,DETECTIVE,8/26/2022,6758
945821,POLICE OFFICER,1/7/2008,25789
945821,DETECTIVE,9/30/2022,7422
973468,POLICE OFFICER,12/29/2021,30625
965187,POLICE OFFICER,1/10/2018,30919
981390,POLICE OFFICER,1/29/2025,10170
955981,POLICE OFFICER,1/8/2014,14780
955981,SERGEANT,11/22/2022,583
964557,POLICE OFFICER,10/18/2017,637
964557,DETECTIVE,2/23/2024,1802
972693,POLICE OFFICER,10/12/2021,2765
979218,POLICE OFFICER,4/24/2024,19871
962474,POLICE OFFICER,10/11/2016,24938
962474,DETECTIVE,10/31/2023,2693
956735,POLICE OFFICER,7/9/2014,4864
956735,POLICE OFFICER,6/20/2023,89
949868,POLICE OFFICER,7/6/2011,7727
949868,DETECTIVE,11/26/2019,1940
949868,SERGEANT,12/19/2019,5016
949868,LIEUTENANT,4/4/2024,
959695,POLICE OFFICER,10/7/2015,19465
938666,POLICE OFFICER,7/11/2005,21805
938666,POLICE OFFICER,6/2/2011,21831
925452,POLICE OFFICER,3/1/2000,29808
917756,POLICE OFFICER,7/18/1996,25176
917756,SERGEANT,12/20/2002,2150
950585,POLICE OFFICER,7/6/2011,2308
979632,POLICE OFFICER,5/8/2024,5612
967109,POLICE OFFICER,1/3/2019,27276
967109,POLICE OFFICER,3/7/2019,7916
936762,POLICE OFFICER,1/10/2005,10908
936762,DETECTIVE,6/10/2021,2864
971477,POLICE OFFICER,4/28/2021,21068
963070,POLICE OFFICER,1/4/2017,29214
977552,POLICE OFFICER,7/19/2023,22835
969790,POLICE OFFICER,11/2/2020,24960
979219,POLICE OFFICER,4/24/2024,8752
957674,POLICE OFFICER,1/7/2015,16564
957674,POLICE OFFICER,5/25/2021,16561
967548,POLICE OFFICER,4/15/2019,13496
980594,POLICE OFFICER,10/30/2024,15661
950586,POLICE OFFICER,7/6/2011,3213
950586,DETECTIVE,5/29/2020,6833
928480,POLICE OFFICER,7/2/2001,13329
928480,DETECTIVE,11/2/2009,4177
958695,POLICE OFFICER,7/8/2015,17829
959426,POLICE OFFICER,7/8/2015,19259
957675,POLICE OFFICER,1/7/2015,27081
936763,POLICE OFFICER,1/10/2005,18492
960669,POLICE OFFICER,1/6/2016,12471
960669,DETECTIVE,5/31/2024,1734
948544,POLICE OFFICER,1/11/2010,9322
948544,DETECTIVE,10/25/2024,3137
928481,POLICE OFFICER,7/2/2001,1016
928481,SERGEANT,5/25/2007,3093
928481,LIEUTENANT,6/30/2017,
928481,LT DET COMMANDER,11/21/2023,
949105,POLICE OFFICER,7/6/2010,5776
974185,POLICE OFFICER,4/13/2022,12805
972000,POLICE OFFICER,7/7/2021,25420
967111,POLICE OFFICER,1/3/2019,26971
929562,POLICE OFFICER,7/1/2002,19336
929562,SERGEANT,9/29/2008,3279
929562,LIEUTENANT,6/5/2018,
979220,POLICE OFFICER,4/24/2024,9373
976525,POLICE OFFICER,1/31/2023,11487
968490,POLICE OFFICER,10/7/2019,12378
953968,POLICE OFFICER,1/9/2013,24475
953968,POLICE OFFICER,5/12/2025,22452
972001,POLICE OFFICER,7/7/2021,26614
950587,POLICE OFFICER,7/6/2011,12037
950587,DETECTIVE,12/22/2017,4369
930353,POLICE OFFICER,7/1/2002,516
930353,POLICE OFFICER,1/16/2015,456
930353,DETECTIVE,3/2/2015,584
954937,POLICE OFFICER,7/9/2013,19247
936764,POLICE OFFICER,1/10/2005,25818
936764,SERGEANT,12/23/2010,4883
936764,LIEUTENANT,7/28/2017,
936764,LT DET COMMANDER,3/31/2023,
936043,POLICE OFFICER,1/10/2005,10969
936043,DETECTIVE,3/27/2015,5260
936043,SERGEANT,8/30/2016,497
958696,POLICE OFFICER,7/8/2015,21045
979221,POLICE OFFICER,4/24/2024,9997
944080,POLICE OFFICER,1/10/2007,27367
944080,SERGEANT,12/21/2012,1697
944080,LIEUTENANT,11/20/2018,
944080,CAPTAIN,3/31/2023,
