taxid,rank,date,shield_no
897890,LIEUTENANT,10/28/1998,
897890,LT SPECIAL ASSIGN,12/19/2019,
974280,POLICE OFFICER,4/13/2022,11230
936970,POLICE OFFICER,1/10/2005,27585
936970,DETECTIVE,1/27/2017,5048
950767,POLICE OFFICER,7/6/2011,3277
914124,POLICE OFFICER,5/1/1995,11144
914124,SERGEANT,7/22/1998,5000
914124,LIEUTENANT,3/22/2002,
914124,CAPTAIN,4/29/2011,
914124,DEPUTY INSPECTOR,6/26/2015,
942072,POLICE OFFICER,7/10/2006,5379
942072,SERGEANT,9/28/2012,1144
942072,LIEUTENANT,8/22/2017,
942072,CAPTAIN,4/30/2020,
973546,POLICE OFFICER,12/29/2021,20199
938871,POLICE OFFICER,7/11/2005,21892
938871,SERGEANT,12/22/2020,1520
957778,POLICE OFFICER,1/7/2015,8867
949214,POLICE OFFICER,7/6/2010,5261
949214,DETECTIVE,11/20/2018,1306
977244,POLICE OFFICER,7/5/2023,17826
977244,POLICE OFFICER,12/1/2023,17984
980671,POLICE OFFICER,10/30/2024,27603
966172,POLICE OFFICER,7/2/2018,30352
966172,SERGEANT,9/30/2024,93
945924,POLICE OFFICER,1/7/2008,28801
945924,SERGEANT,11/3/2014,4827
977593,POLICE OFFICER,7/19/2023,20875
936971,POLICE OFFICER,1/10/2005,14361
936971,DETECTIVE,6/10/2021,3788
963125,POLICE OFFICER,1/4/2017,20849
977594,POLICE OFFICER,7/19/2023,19378
955079,POLICE OFFICER,7/9/2013,24800
982439,POLICE OFFICER,4/30/2025,21449
974281,POLICE OFFICER,4/13/2022,12864
963126,POLICE OFFICER,1/4/2017,23848
963126,SERGEANT,4/4/2024,3754
982440,POLICE OFFICER,4/30/2025,21807
959765,POLICE OFFICER,10/7/2015,20603
950768,POLICE OFFICER,7/6/2011,23191
950768,SERGEANT,9/29/2023,4835
961899,POLICE OFFICER,7/13/2016,5397
956855,POLICE OFFICER,7/9/2014,10179
960820,POLICE OFFICER,1/6/2016,14217
963613,POLICE OFFICER,4/12/2017,8705
