taxid,rank,date,shield_no
964637,POLICE OFFICER,10/18/2017,3490
964637,DETECTIVE,8/30/2024,5433
940438,POLICE OFFICER,1/9/2006,9806
963143,POLICE OFFICER,1/4/2017,24155
981560,POLICE OFFICER,1/29/2025,14410
957821,POLICE OFFICER,1/7/2015,13660
957821,DETECTIVE,10/31/2023,3287
969954,POLICE OFFICER,11/2/2020,23111
935266,POLICE OFFICER,7/1/2004,22316
935266,DETECTIVE,11/21/2023,2933
973582,POLICE OFFICER,12/29/2021,30654
969955,POLICE OFFICER,11/2/2020,23009
968317,POLICE OFFICER,10/7/2019,26687
968317,POLICE OFFICER,4/19/2024,26601
966198,POLICE OFFICER,7/2/2018,430
975646,POLICE OFFICER,10/19/2022,3681
958890,POLICE OFFICER,7/8/2015,18043
941304,POLICE OFFICER,7/10/2006,11732
941304,SERGEANT,8/31/2015,5415
941304,LIEUTENANT,10/28/2022,
948245,POLICE OFFICER,7/14/2009,26857
948245,SERGEANT,10/28/2016,4420
948245,LIEUTENANT,2/24/2023,
975647,POLICE OFFICER,10/19/2022,4383
940439,POLICE OFFICER,1/9/2006,7188
949281,POLICE OFFICER,7/6/2010,6383
963144,POLICE OFFICER,1/4/2017,20729
966199,POLICE OFFICER,7/2/2018,14279
957823,POLICE OFFICER,1/7/2015,16169
957823,SERGEANT,6/28/2024,4850
950848,POLICE OFFICER,7/6/2011,4188
950848,DETECTIVE,12/21/2018,5671
935006,POLICE OFFICER,7/1/2004,506
935006,SERGEANT,10/29/2010,3375
935006,LIEUTENANT,6/5/2018,
971555,POLICE OFFICER,4/28/2021,15069
964150,POLICE OFFICER,7/5/2017,26213
972094,POLICE OFFICER,7/7/2021,12193
936766,POLICE OFFICER,1/10/2005,18145
936766,SERGEANT,2/9/2022,2519
937046,POLICE OFFICER,1/10/2005,8459
937046,DETECTIVE,6/24/2022,6099
976765,POLICE OFFICER,4/26/2023,17637
939055,POLICE OFFICER,7/11/2005,11378
939055,SERGEANT,6/9/2017,1787
963145,POLICE OFFICER,1/4/2017,20636
963145,DETECTIVE,2/9/2022,1681
920569,POLICE OFFICER,12/8/1997,15463
920569,DETECTIVE,5/28/2010,3433
947805,POLICE OFFICER,7/8/2008,9197
947805,DETECTIVE,4/1/2022,3763
969205,POLICE OFFICER,1/6/2020,21953
957824,POLICE OFFICER,1/7/2015,16966
957824,DETECTIVE,11/24/2020,5621
957824,SERGEANT,10/25/2024,3100
937048,POLICE OFFICER,1/10/2005,6707
938963,POLICE OFFICER,7/11/2005,4139
938963,SERGEANT,8/2/2011,1291
938963,SGT DET SQUAD,6/27/2025,
968623,POLICE OFFICER,10/7/2019,31883
943535,POLICE OFFICER,1/10/2007,4223
943535,DETECTIVE,6/24/2016,4933
943535,SERGEANT,6/30/2017,3346
943535,SGT DET SQUAD,8/25/2023,
939119,POLICE OFFICER,7/11/2005,29325
939119,POLICE OFFICER,8/22/2016,29334
944236,POLICE OFFICER,7/9/2007,6124
972095,POLICE OFFICER,7/7/2021,28440
965314,POLICE OFFICER,1/10/2018,8631
958891,POLICE OFFICER,7/8/2015,17845
960903,POLICE OFFICER,1/6/2016,13414
960903,SERGEANT,6/28/2024,4862
976255,POLICE OFFICER,1/17/2023,1225
930671,POLICE OFFICER,7/1/2002,14937
930671,SERGEANT,8/2/2011,1300
945968,POLICE OFFICER,1/7/2008,27955
945968,SERGEANT,5/27/2022,3560
938964,POLICE OFFICER,7/11/2005,8804
938964,DETECTIVE,8/3/2012,6174
927158,POLICE OFFICER,9/29/2000,25686
927158,SERGEANT,12/30/2005,4091
927158,LIEUTENANT,11/23/2010,
927158,CAPTAIN,6/28/2013,
927158,DEPUTY INSPECTOR,12/19/2019,
927158,INSPECTOR,8/30/2024,
945969,POLICE OFFICER,1/7/2008,28367
945969,SERGEANT,10/25/2013,4886
945969,LIEUTENANT,8/30/2016,
945969,CAPTAIN,10/18/2021,
949282,POLICE OFFICER,7/6/2010,9894
949282,SERGEANT,5/29/2020,5248
938223,POLICE OFFICER,7/11/2005,5336
945970,POLICE OFFICER,1/7/2008,11417
966697,POLICE OFFICER,10/24/2018,15876
949283,POLICE OFFICER,7/6/2010,10530
949283,SERGEANT,9/30/2022,3581
973583,POLICE OFFICER,12/29/2021,30203
955152,POLICE OFFICER,7/9/2013,17495
895117,POLICE OFFICER,1/1/1990,16986
895117,SERGEANT,6/24/1994,2052
895117,LIEUTENANT,4/28/2000,
895117,CAPTAIN,10/31/2003,
895117,DEPUTY INSPECTOR,10/31/2008,
895117,INSPECTOR,10/18/2021,
953071,POLICE OFFICER,7/11/2012,8916
953071,SERGEANT,10/26/2018,1396
953071,LIEUTENANT,10/30/2025,
963147,POLICE OFFICER,1/4/2017,20472
963147,DETECTIVE,5/31/2024,4360
980034,POLICE OFFICER,7/3/2024,13161
949940,POLICE OFFICER,7/6/2011,3303
949940,SERGEANT,11/21/2023,5196
948091,POLICE OFFICER,1/14/2009,5443
948091,DETECTIVE,10/18/2021,6286
949284,POLICE OFFICER,7/6/2010,13615
949284,DETECTIVE,7/30/2021,3888
937049,POLICE OFFICER,1/10/2005,16484
961929,POLICE OFFICER,7/13/2016,6125
961929,POLICE OFFICER,4/23/2025,612
958892,POLICE OFFICER,7/8/2015,18615
958892,DETECTIVE,2/9/2022,7927
948553,POLICE OFFICER,1/11/2010,31166
967192,POLICE OFFICER,1/3/2019,26437
978051,POLICE OFFICER,10/25/2023,7478
981563,POLICE OFFICER,1/29/2025,15321
967996,POLICE OFFICER,7/1/2019,21479
957827,POLICE OFFICER,1/7/2015,28758
957827,DETECTIVE,2/9/2022,1686
957827,SERGEANT,8/25/2023,3851
969957,POLICE OFFICER,11/2/2020,23189
949285,POLICE OFFICER,7/6/2010,7685
949285,SERGEANT,1/28/2016,3253
949285,LIEUTENANT,6/5/2018,
951976,POLICE OFFICER,1/9/2012,15328
951976,DETECTIVE,1/25/2019,6558
951976,SERGEANT,3/5/2019,3708
951976,LIEUTENANT,2/23/2024,
956898,POLICE OFFICER,7/9/2014,13941
956898,DETECTIVE,10/3/2025,4394
951977,POLICE OFFICER,1/9/2012,14962
948168,POLICE OFFICER,5/1/2009,22163
948168,DETECTIVE,7/28/2014,2770
960089,POLICE OFFICER,10/7/2015,23090
960089,DETECTIVE,3/28/2025,1673
953072,POLICE OFFICER,7/11/2012,13
953072,DETECTIVE,9/5/2025,2485
925693,POLICE OFFICER,3/1/2000,2998
925693,SERGEANT,10/28/2005,3567
925693,LIEUTENANT,12/23/2011,
925693,LT DET COMMANDER,6/9/2017,
980690,POLICE OFFICER,10/30/2024,6407
957828,POLICE OFFICER,1/7/2015,15781
972784,POLICE OFFICER,10/12/2021,919
978052,POLICE OFFICER,10/25/2023,1971
982809,POLICE OFFICER,5/14/2025,22120
953073,POLICE OFFICER,7/11/2012,22950
968624,POLICE OFFICER,10/7/2019,13572
978634,POLICE OFFICER,1/3/2024,5958
906786,POLICE OFFICER,2/28/1994,10880
906751,POLICE OFFICER,2/28/1994,5537
906751,DETECTIVE,10/26/2007,7860
970686,POLICE OFFICER,12/29/2020,6584
956899,POLICE OFFICER,7/9/2014,15072
940441,POLICE OFFICER,1/9/2006,18638
940441,DETECTIVE,1/28/2016,5320
940441,SERGEANT,3/27/2018,1758
967596,POLICE OFFICER,4/15/2019,5149
978635,POLICE OFFICER,1/3/2024,20371
978635,POLICE OFFICER,1/25/2024,7756
980319,POLICE OFFICER,7/19/2024,11634
981564,POLICE OFFICER,1/29/2025,16092
938967,POLICE OFFICER,7/11/2005,18328
946520,POLICE OFFICER,1/7/2008,25526
940896,POLICE OFFICER,1/9/2006,30094
940896,DETECTIVE,8/31/2018,7767
954110,POLICE OFFICER,1/9/2013,18108
954110,DETECTIVE,11/24/2020,5633
954110,SERGEANT,12/23/2022,4223
958911,POLICE OFFICER,7/8/2015,5449
958911,SERGEANT,4/4/2024,3836
928727,POLICE OFFICER,7/2/2001,25521
928727,DETECTIVE,9/30/2016,7209
928727,SERGEANT,2/24/2017,1792
942149,POLICE OFFICER,7/10/2006,26031
942149,DETECTIVE,11/3/2014,1453
980691,POLICE OFFICER,10/30/2024,27760
964151,POLICE OFFICER,7/5/2017,26045
942150,POLICE OFFICER,7/10/2006,10258
958894,POLICE OFFICER,7/8/2015,6516
972096,POLICE OFFICER,7/7/2021,23819
970688,POLICE OFFICER,12/29/2020,2492
981565,POLICE OFFICER,1/29/2025,16911
962594,POLICE OFFICER,10/11/2016,24388
939369,POLICE OFFICER,7/11/2005,7968
939369,DETECTIVE,7/31/2024,5212
945241,POLICE OFFICER,7/9/2007,20928
980692,POLICE OFFICER,10/30/2024,30095
938968,POLICE OFFICER,7/11/2005,16885
956900,POLICE OFFICER,7/9/2014,12844
969206,POLICE OFFICER,1/6/2020,23728
938970,POLICE OFFICER,7/11/2005,4850
956901,POLICE OFFICER,7/9/2014,3438
957829,POLICE OFFICER,1/7/2015,16972
955154,POLICE OFFICER,7/9/2013,24904
955154,DETECTIVE,12/19/2019,6188
