taxid,rank,date,shield_no
936404,POLICE OFFICER,1/10/2005,19116
981185,POLICE OFFICER,1/29/2025,27313
934704,POLICE OFFICER,7/1/2004,16935
940038,POLICE OFFICER,1/9/2006,1608
940038,DETECTIVE,9/30/2016,7303
940038,DETECTIVE,9/2/2025,2186
979796,POLICE OFFICER,7/3/2024,12137
935194,POLICE OFFICER,7/1/2004,31003
935194,SERGEANT,8/5/2009,13
935194,LIEUTENANT,2/9/2022,
966739,POLICE OFFICER,10/24/2018,7534
938294,POLICE OFFICER,7/11/2005,29534
938294,DETECTIVE,11/24/2020,4301
932370,POLICE OFFICER,7/1/2003,30260
932370,DETECTIVE,10/26/2018,5239
971389,POLICE OFFICER,4/28/2021,14779
979118,POLICE OFFICER,4/24/2024,26487
951644,POLICE OFFICER,1/9/2012,21407
951644,SERGEANT,7/30/2021,1114
938295,POLICE OFFICER,7/11/2005,177
938295,DETECTIVE,4/1/2022,2889
956557,POLICE OFFICER,7/9/2014,1486
915526,POLICE OFFICER,6/30/1995,21106
915526,DETECTIVE,10/29/2004,6509
977104,POLICE OFFICER,7/5/2023,29724
977105,POLICE OFFICER,7/5/2023,20223
948322,POLICE OFFICER,7/14/2009,26483
948830,POLICE OFFICER,7/6/2010,3361
948830,DETECTIVE,8/31/2018,639
948830,SERGEANT,10/30/2019,1265
965696,POLICE OFFICER,4/25/2018,4893
947524,POLICE OFFICER,7/8/2008,24619
947524,SERGEANT,10/28/2016,4118
947524,LIEUTENANT,8/30/2019,
980466,POLICE OFFICER,10/30/2024,16939
979119,POLICE OFFICER,4/24/2024,30100
974036,POLICE OFFICER,4/13/2022,9926
932502,POLICE OFFICER,7/1/2003,22187
932502,DETECTIVE,7/28/2014,2652
938296,POLICE OFFICER,7/11/2005,2124
938296,POLICE OFFICER,7/29/2009,954
938296,SERGEANT,1/29/2021,4589
938296,LIEUTENANT,4/4/2024,
981186,POLICE OFFICER,1/29/2025,28177
970188,POLICE OFFICER,11/2/2020,23032
936405,POLICE OFFICER,1/10/2005,29764
936405,DETECTIVE,6/2/2014,3302
953791,POLICE OFFICER,1/9/2013,22799
953791,SERGEANT,12/19/2019,5057
969613,POLICE OFFICER,11/2/2020,18234
978883,POLICE OFFICER,1/17/2024,7411
955847,POLICE OFFICER,1/8/2014,12015
955847,DETECTIVE,12/22/2017,5998
960405,POLICE OFFICER,1/6/2016,3422
936406,POLICE OFFICER,1/10/2005,20926
936406,SERGEANT,10/28/2011,3657
964117,POLICE OFFICER,7/5/2017,15404
972593,POLICE OFFICER,10/12/2021,6362
935186,POLICE OFFICER,7/1/2004,17254
971883,POLICE OFFICER,7/7/2021,24057
948832,POLICE OFFICER,7/6/2010,3039
948832,SERGEANT,3/5/2019,3514
948832,LIEUTENANT,2/23/2024,
923715,POLICE OFFICER,7/7/1999,5965
923715,DETECTIVE,11/21/2017,922
929969,POLICE OFFICER,7/1/2002,25939
929969,SERGEANT,9/3/2021,1855
938297,POLICE OFFICER,7/11/2005,5194
938297,DETECTIVE,9/30/2013,1640
974037,POLICE OFFICER,4/13/2022,10298
941598,POLICE OFFICER,7/10/2006,24436
941598,DETECTIVE,12/21/2018,1012
963474,POLICE OFFICER,4/12/2017,15033
963475,POLICE OFFICER,4/12/2017,9529
915528,POLICE OFFICER,6/30/1995,17841
915528,SERGEANT,6/30/2006,887
929970,POLICE OFFICER,7/1/2002,25757
954677,POLICE OFFICER,7/9/2013,11986
969029,POLICE OFFICER,1/6/2020,24526
976067,POLICE OFFICER,1/17/2023,880
967832,POLICE OFFICER,7/1/2019,20600
940901,POLICE OFFICER,1/9/2006,8190
969615,POLICE OFFICER,11/2/2020,19691
969615,POLICE OFFICER,3/1/2024,19664
957498,POLICE OFFICER,1/7/2015,22612
960407,POLICE OFFICER,1/6/2016,17669
960407,DETECTIVE,10/3/2025,4462
945625,POLICE OFFICER,1/7/2008,26261
945625,SERGEANT,11/24/2020,3782
967022,POLICE OFFICER,1/3/2019,25251
967022,SERGEANT,7/31/2024,258
982209,POLICE OFFICER,4/30/2025,3734
941599,POLICE OFFICER,7/10/2006,11637
945626,POLICE OFFICER,1/7/2008,26460
962998,POLICE OFFICER,1/4/2017,22435
979120,POLICE OFFICER,4/24/2024,19617
981187,POLICE OFFICER,1/29/2025,11225
968352,POLICE OFFICER,10/31/2019,16760
981188,POLICE OFFICER,1/29/2025,12257
957502,POLICE OFFICER,1/7/2015,17291
957502,SERGEANT,4/4/2024,2068
967465,POLICE OFFICER,4/15/2019,3016
934705,POLICE OFFICER,7/1/2004,7872
934705,DETECTIVE,6/25/2014,7206
934705,SERGEANT,11/22/2016,2068
934705,LIEUTENANT,12/23/2022,
936408,POLICE OFFICER,1/10/2005,24463
966521,POLICE OFFICER,10/24/2018,8323
938299,POLICE OFFICER,7/11/2005,20472
938299,SERGEANT,12/19/2014,5115
938299,LIEUTENANT,7/21/2022,
941600,POLICE OFFICER,7/10/2006,14330
947906,POLICE OFFICER,1/14/2009,7400
947906,SERGEANT,11/22/2016,2081
947906,LIEUTENANT,12/23/2022,
933723,POLICE OFFICER,1/20/2004,3857
933723,DETECTIVE,7/28/2014,2658
952626,POLICE OFFICER,7/11/2012,24203
952626,SERGEANT,5/27/2022,3423
968353,POLICE OFFICER,10/7/2019,9504
976069,POLICE OFFICER,1/17/2023,1414
977501,POLICE OFFICER,7/19/2023,29754
941354,POLICE OFFICER,7/10/2006,9349
945629,POLICE OFFICER,1/7/2008,27211
945629,SERGEANT,6/9/2017,943
945629,LIEUTENANT,10/28/2022,
948831,POLICE OFFICER,7/6/2010,375
948831,DETECTIVE,10/26/2018,4009
947733,POLICE OFFICER,7/8/2008,25913
969031,POLICE OFFICER,1/6/2020,27666
941601,POLICE OFFICER,7/10/2006,11146
941601,DETECTIVE,10/28/2016,5460
962335,POLICE OFFICER,10/11/2016,22258
962335,DETECTIVE,8/30/2024,409
945627,POLICE OFFICER,1/7/2008,27205
945627,DETECTIVE,1/28/2016,1260
945600,POLICE OFFICER,1/7/2008,12414
945600,DETECTIVE,1/27/2017,6062
945600,SERGEANT,6/28/2024,4606
968354,POLICE OFFICER,10/7/2019,23248
945628,POLICE OFFICER,1/7/2008,27009
982778,POLICE OFFICER,5/14/2025,28901
977502,POLICE OFFICER,7/19/2023,29763
941199,POLICE OFFICER,7/10/2006,15709
933724,POLICE OFFICER,1/20/2004,1356
933724,SERGEANT,6/28/2019,181
940041,POLICE OFFICER,1/9/2006,30849
940041,SERGEANT,6/29/2012,4187
940041,LIEUTENANT,11/24/2020,
978462,POLICE OFFICER,1/3/2024,5579
970471,POLICE OFFICER,12/29/2020,9314
982210,POLICE OFFICER,4/30/2025,5974
936410,POLICE OFFICER,1/10/2005,9845
975423,POLICE OFFICER,10/19/2022,2650
975423,POLICE OFFICER,2/17/2023,22539
957499,POLICE OFFICER,1/7/2015,17144
974808,POLICE OFFICER,7/13/2022,23991
965018,POLICE OFFICER,1/10/2018,9838
953792,POLICE OFFICER,1/9/2013,25466
965698,POLICE OFFICER,4/25/2018,1198
918899,POLICE OFFICER,4/15/1997,6083
968355,POLICE OFFICER,10/7/2019,8475
958451,POLICE OFFICER,7/8/2015,18578
958451,SERGEANT,11/21/2023,4943
950537,POLICE OFFICER,7/6/2011,12598
941602,POLICE OFFICER,7/10/2006,24936
941602,POLICE OFFICER,2/15/2007,24806
941602,DETECTIVE,2/24/2017,6987
943122,POLICE OFFICER,1/10/2007,14051
946885,POLICE OFFICER,7/8/2008,23999
946885,DETECTIVE,1/28/2016,5172
969448,POLICE OFFICER,11/2/2020,11592
938301,POLICE OFFICER,7/11/2005,23799
950251,POLICE OFFICER,7/6/2011,15892
944214,POLICE OFFICER,7/9/2007,3822
980467,POLICE OFFICER,10/30/2024,6630
975424,POLICE OFFICER,10/19/2022,3489
950252,POLICE OFFICER,7/6/2011,20218
950252,DETECTIVE,6/10/2021,2503
966010,POLICE OFFICER,7/2/2018,809
969617,POLICE OFFICER,11/2/2020,22793
950253,POLICE OFFICER,7/6/2011,400
950253,DETECTIVE,11/20/2018,1162
950253,SERGEANT,10/28/2022,1941
981189,POLICE OFFICER,1/29/2025,21647
958452,POLICE OFFICER,7/8/2015,20547
978463,POLICE OFFICER,1/3/2024,1297
941603,POLICE OFFICER,7/10/2006,26793
957501,POLICE OFFICER,1/7/2015,22651
941604,POLICE OFFICER,7/10/2006,13552
977837,POLICE OFFICER,10/25/2023,12984
977106,POLICE OFFICER,7/5/2023,13995
945630,POLICE OFFICER,1/7/2008,27628
945630,DETECTIVE,6/26/2015,4329
962336,POLICE OFFICER,10/11/2016,19298
950254,POLICE OFFICER,7/6/2011,23836
979798,POLICE OFFICER,7/3/2024,12902
974809,POLICE OFFICER,7/13/2022,18177
976631,POLICE OFFICER,4/26/2023,25424
970472,POLICE OFFICER,12/29/2020,9956
973075,POLICE OFFICER,10/15/2021,7426
971391,POLICE OFFICER,4/28/2021,9044
977107,POLICE OFFICER,7/5/2023,23577
962999,POLICE OFFICER,1/4/2017,20991
969032,POLICE OFFICER,1/6/2020,3395
981191,POLICE OFFICER,1/29/2025,3440
938302,POLICE OFFICER,7/11/2005,9749
938302,DETECTIVE,11/26/2013,3771
950255,POLICE OFFICER,7/6/2011,27592
922185,POLICE OFFICER,8/31/1998,19617
922185,DETECTIVE,5/30/2008,1714
958453,POLICE OFFICER,7/8/2015,20548
958453,DETECTIVE,5/31/2024,4024
958453,SERGEANT,9/5/2025,1586
971392,POLICE OFFICER,4/28/2021,16839
980468,POLICE OFFICER,10/30/2024,9875
980469,POLICE OFFICER,10/30/2024,6226
979799,POLICE OFFICER,7/3/2024,675
974038,POLICE OFFICER,4/13/2022,10487
944043,POLICE OFFICER,1/10/2007,29104
944043,DETECTIVE,10/28/2016,5768
953793,POLICE OFFICER,1/9/2013,4311
953793,SERGEANT,9/30/2022,3270
979121,POLICE OFFICER,4/24/2024,16507
938303,POLICE OFFICER,7/11/2005,23699
938303,DETECTIVE,11/26/2013,3472
960411,POLICE OFFICER,1/6/2016,11952
960411,SERGEANT,8/25/2023,3473
962338,POLICE OFFICER,10/11/2016,19308
962338,DETECTIVE,12/23/2022,2025
928133,POLICE OFFICER,7/2/2001,1986
928133,SERGEANT,10/26/2007,1819
928133,LIEUTENANT,8/30/2019,
945631,POLICE OFFICER,1/7/2008,1867
945631,SERGEANT,9/30/2013,4387
959573,POLICE OFFICER,10/7/2015,259
959573,DETECTIVE,1/31/2025,3256
941605,POLICE OFFICER,7/10/2006,9151
941605,DETECTIVE,10/25/2013,2122
967834,POLICE OFFICER,7/1/2019,20874
967834,POLICE OFFICER,10/23/2019,5030
967834,DETECTIVE,8/30/2024,434
979122,POLICE OFFICER,4/24/2024,17061
979800,POLICE OFFICER,7/3/2024,12152
973331,POLICE OFFICER,12/29/2021,26713
945632,POLICE OFFICER,1/7/2008,27842
948323,POLICE OFFICER,7/14/2009,27083
948323,SERGEANT,5/2/2016,1733
