taxid,rank,date,shield_no
954989,POLICE OFFICER,7/9/2013,10466
952917,POLICE OFFICER,7/11/2012,31061
952917,DETECTIVE,8/30/2024,4078
950655,POLICE OFFICER,7/6/2011,14261
941046,POLICE OFFICER,1/9/2006,23203
941046,SERGEANT,9/28/2012,1119
941046,LIEUTENANT,8/30/2016,
938743,POLICE OFFICER,7/11/2005,5650
941222,POLICE OFFICER,7/10/2006,24062
979263,POLICE OFFICER,4/24/2024,30312
978927,POLICE OFFICER,1/17/2024,4535
981445,POLICE OFFICER,1/29/2025,3584
937825,POLICE OFFICER,7/11/2005,4040
937825,SERGEANT,3/30/2012,1930
977989,POLICE OFFICER,10/25/2023,12674
938744,POLICE OFFICER,7/11/2005,15358
938744,SERGEANT,5/2/2016,1850
969839,POLICE OFFICER,11/2/2020,24200
974955,POLICE OFFICER,7/13/2022,18027
970630,POLICE OFFICER,12/29/2020,5925
981446,POLICE OFFICER,1/29/2025,17583
945217,POLICE OFFICER,7/9/2007,20858
945217,DETECTIVE,1/28/2016,5208
945217,SERGEANT,6/30/2017,3061
945217,SGT DET SQUAD,1/31/2025,
954014,POLICE OFFICER,1/9/2013,9974
919223,POLICE OFFICER,4/15/1997,13481
919223,DETECTIVE,10/29/2004,590
941047,POLICE OFFICER,1/9/2006,20895
941047,DETECTIVE,6/27/2025,7973
941047,DETECTIVE,8/7/2025,4691
957723,POLICE OFFICER,1/7/2015,25482
973506,POLICE OFFICER,12/29/2021,30195
966653,POLICE OFFICER,10/24/2018,5505
972031,POLICE OFFICER,7/7/2021,19174
964581,POLICE OFFICER,10/18/2017,6069
978577,POLICE OFFICER,1/3/2024,8095
967132,POLICE OFFICER,1/3/2019,17212
936834,POLICE OFFICER,1/10/2005,14940
936834,SERGEANT,9/24/2010,2478
936834,LIEUTENANT,11/25/2014,
936834,CAPTAIN,8/31/2018,
936834,DEPUTY INSPECTOR,5/31/2024,
981447,POLICE OFFICER,1/29/2025,10186
937096,POLICE OFFICER,1/10/2005,11189
937096,DETECTIVE,5/2/2016,4598
941984,POLICE OFFICER,7/10/2006,22351
941984,DETECTIVE,8/31/2015,3216
941984,SERGEANT,3/5/2019,3615
962514,POLICE OFFICER,10/11/2016,22157
936836,POLICE OFFICER,1/10/2005,27547
974231,POLICE OFFICER,4/13/2022,351
962515,POLICE OFFICER,10/11/2016,22920
949156,POLICE OFFICER,7/6/2010,10483
938745,POLICE OFFICER,7/11/2005,10287
951858,POLICE OFFICER,1/9/2012,8725
951859,POLICE OFFICER,1/9/2012,16352
951859,DETECTIVE,5/29/2020,6842
951859,SERGEANT,11/24/2020,4584
901749,POLICE OFFICER,7/2/1992,25689
969841,POLICE OFFICER,11/2/2020,17774
972010,POLICE OFFICER,7/7/2021,11092
942902,POLICE OFFICER,1/10/2007,22400
942902,SERGEANT,3/27/2015,5279
936837,POLICE OFFICER,1/10/2005,15725
936837,DETECTIVE,3/30/2012,4913
974957,POLICE OFFICER,7/13/2022,23405
928571,POLICE OFFICER,7/2/2001,852
928571,SERGEANT,5/30/2008,1514
928571,LIEUTENANT,10/18/2021,
967133,POLICE OFFICER,1/3/2019,26177
967133,POLICE OFFICER,4/21/2023,8485
935088,POLICE OFFICER,7/1/2004,3644
935088,SERGEANT,9/30/2016,1718
935088,LIEUTENANT,10/18/2021,
936838,POLICE OFFICER,1/10/2005,29248
936838,DETECTIVE,8/3/2012,6143
940322,POLICE OFFICER,1/9/2006,13509
965232,POLICE OFFICER,1/10/2018,10418
935089,POLICE OFFICER,7/1/2004,29427
935089,DETECTIVE,8/28/2009,88
972032,POLICE OFFICER,7/7/2021,19964
964582,POLICE OFFICER,10/18/2017,5332
925529,POLICE OFFICER,3/1/2000,9733
976210,POLICE OFFICER,1/17/2023,1204
958737,POLICE OFFICER,7/8/2015,17380
958737,SERGEANT,7/31/2024,427
935090,POLICE OFFICER,7/1/2004,3693
935090,DETECTIVE,8/27/2010,1979
961849,POLICE OFFICER,7/13/2016,1242
961850,POLICE OFFICER,7/13/2016,11618
901750,POLICE OFFICER,6/30/1992,13428
901750,POLICE OFFICER,8/10/1992,14039
901750,SERGEANT,8/26/2005,4190
901750,LIEUTENANT,8/27/2010,
901750,LT SPECIAL ASSIGN,9/30/2016,
945867,POLICE OFFICER,1/7/2008,4071
945867,SERGEANT,9/30/2016,1751
945867,LIEUTENANT,11/20/2018,
