taxid,rank,date,shield_no
924583,CAPTAIN,1/30/2015,
924583,DEPUTY INSPECTOR,12/19/2019,
979572,POLICE OFFICER,4/24/2024,17429
959341,POLICE OFFICER,7/8/2015,20651
959341,DETECTIVE,11/24/2020,7355
966387,POLICE OFFICER,7/2/2018,14478
981973,POLICE OFFICER,1/29/2025,775
951386,POLICE OFFICER,7/6/2011,13743
970921,POLICE OFFICER,12/29/2020,21055
959342,POLICE OFFICER,7/8/2015,18539
969415,POLICE OFFICER,1/6/2020,4826
969415,DETECTIVE,10/3/2025,4577
975234,POLICE OFFICER,7/13/2022,22096
978275,POLICE OFFICER,10/25/2023,31899
964337,POLICE OFFICER,7/5/2017,26110
964337,SERGEANT,9/29/2023,4912
943925,POLICE OFFICER,1/10/2007,26992
943925,SERGEANT,10/7/2019,4260
977005,POLICE OFFICER,5/10/2023,17743
969416,POLICE OFFICER,1/6/2020,7300
981974,POLICE OFFICER,1/29/2025,10901
957254,POLICE OFFICER,7/9/2014,3009
957254,DETECTIVE,5/30/2025,7886
944298,POLICE OFFICER,7/9/2007,10223
944298,SERGEANT,9/28/2012,2373
944298,LIEUTENANT,12/21/2021,
971760,POLICE OFFICER,5/17/2021,16016
972304,POLICE OFFICER,7/7/2021,21549
975875,POLICE OFFICER,10/19/2022,14722
979573,POLICE OFFICER,4/24/2024,629
919960,POLICE OFFICER,12/8/1997,591
919960,SERGEANT,12/20/2002,4588
915004,POLICE OFFICER,5/1/1995,31189
915004,SERGEANT,1/26/2001,4413
957255,POLICE OFFICER,7/9/2014,4556
957255,DETECTIVE,11/24/2020,7106
963313,POLICE OFFICER,1/4/2017,23906
954400,POLICE OFFICER,1/9/2013,31224
961419,POLICE OFFICER,1/6/2016,7091
961419,DETECTIVE,2/23/2024,217
961419,SERGEANT,5/31/2024,38
935929,POLICE OFFICER,7/1/2004,12899
935929,DETECTIVE,11/22/2022,1836
956317,POLICE OFFICER,1/8/2014,5343
968175,POLICE OFFICER,7/1/2019,14889
968175,DETECTIVE,10/25/2024,2951
980252,POLICE OFFICER,7/3/2024,18149
939651,POLICE OFFICER,7/11/2005,22956
949921,POLICE OFFICER,7/6/2011,24112
947954,POLICE OFFICER,1/14/2009,7143
971261,POLICE OFFICER,2/24/2021,25919
970293,POLICE OFFICER,11/2/2020,17606
980961,POLICE OFFICER,10/30/2024,14021
933453,POLICE OFFICER,7/1/2003,1177
980962,POLICE OFFICER,10/30/2024,4313
968176,POLICE OFFICER,7/1/2019,21537
979574,POLICE OFFICER,4/24/2024,20322
942665,POLICE OFFICER,7/10/2006,29332
968869,POLICE OFFICER,10/7/2019,20343
953526,POLICE OFFICER,7/11/2012,31355
953526,POLICE OFFICER,8/23/2013,13791
974632,POLICE OFFICER,4/13/2022,3751
966389,POLICE OFFICER,7/2/2018,13483
980253,POLICE OFFICER,7/3/2024,7903
973182,POLICE OFFICER,10/15/2021,2976
980335,POLICE OFFICER,7/19/2024,18614
967714,POLICE OFFICER,4/15/2019,8577
940835,POLICE OFFICER,1/9/2006,16823
940835,SERGEANT,4/29/2011,1685
940835,LIEUTENANT,6/29/2018,
940835,LT DET COMMANDER,12/22/2023,
951387,POLICE OFFICER,7/6/2011,14642
951387,SERGEANT,2/9/2022,3317
939652,POLICE OFFICER,7/11/2005,9067
939652,SERGEANT,8/3/2012,5377
939652,LIEUTENANT,12/21/2016,
933454,POLICE OFFICER,7/1/2003,17288
933454,SERGEANT,12/23/2010,5500
933454,LIEUTENANT,9/28/2018,
960092,POLICE OFFICER,10/7/2015,7644
960092,DETECTIVE,1/26/2024,2994
942666,POLICE OFFICER,7/10/2006,18778
937685,POLICE OFFICER,1/10/2005,26997
937685,DETECTIVE,10/30/2015,1006
977445,POLICE OFFICER,7/5/2023,22463
947886,POLICE OFFICER,12/12/2008,20197
947886,SERGEANT,6/9/2017,2792
976464,POLICE OFFICER,1/17/2023,3645
955638,POLICE OFFICER,7/9/2013,5871
955638,SERGEANT,12/23/2022,4329
958147,POLICE OFFICER,1/7/2015,16639
947575,POLICE OFFICER,7/8/2008,151
947575,SERGEANT,11/24/2020,5488
952320,POLICE OFFICER,1/9/2012,15925
963315,POLICE OFFICER,1/4/2017,4184
963315,DETECTIVE,12/21/2021,5651
963315,DETECTIVE,12/30/2021,2972
953527,POLICE OFFICER,7/11/2012,21635
953527,SERGEANT,2/26/2020,2790
953527,SGT DET SQUAD,8/30/2024,
942667,POLICE OFFICER,7/10/2006,13512
942667,DETECTIVE,8/31/2015,3271
978827,POLICE OFFICER,1/3/2022,21098
978827,POLICE OFFICER,1/26/2024,20365
929308,POLICE OFFICER,7/2/2001,19278
929308,DETECTIVE,4/25/2025,2376
978828,POLICE OFFICER,1/3/2024,22954
947577,POLICE OFFICER,7/8/2008,10790
947577,DETECTIVE,12/21/2021,5659
932061,POLICE OFFICER,7/1/2002,10311
932061,DETECTIVE,7/27/2018,760
951389,POLICE OFFICER,7/6/2011,20309
951389,DETECTIVE,7/30/2021,2309
929309,POLICE OFFICER,7/2/2001,6405
947578,POLICE OFFICER,7/8/2008,5369
957256,POLICE OFFICER,7/9/2014,14085
957256,SERGEANT,12/22/2023,5614
951390,POLICE OFFICER,7/6/2011,10972
951390,DETECTIVE,11/21/2017,2811
954401,POLICE OFFICER,1/9/2013,4681
954401,SERGEANT,12/23/2022,4352
968870,POLICE OFFICER,10/7/2019,17286
969417,POLICE OFFICER,1/6/2020,25777
971262,POLICE OFFICER,2/24/2021,26293
946571,POLICE OFFICER,1/7/2008,30734
946571,DETECTIVE,10/27/2017,3983
926256,POLICE OFFICER,3/1/2000,7117
945078,POLICE OFFICER,7/9/2007,14163
945078,POLICE OFFICER,7/20/2023,1465
940471,POLICE OFFICER,1/9/2006,4971
940471,DETECTIVE,10/26/2018,4934
949768,POLICE OFFICER,7/6/2010,5016
952322,POLICE OFFICER,1/9/2012,17738
952322,DETECTIVE,6/27/2025,7924
951392,POLICE OFFICER,7/6/2011,30003
951392,POLICE OFFICER,8/25/2011,27165
951392,SERGEANT,10/28/2022,2400
977446,POLICE OFFICER,7/5/2023,16677
975235,POLICE OFFICER,7/13/2022,22966
940836,POLICE OFFICER,1/9/2006,4111
940836,POLICE OFFICER,5/23/2011,1056
940836,SERGEANT,6/24/2011,5591
945079,POLICE OFFICER,7/9/2007,14167
945079,DETECTIVE,2/28/2014,7174
956318,POLICE OFFICER,1/8/2014,11813
965599,POLICE OFFICER,1/10/2018,28995
974633,POLICE OFFICER,4/13/2022,4842
953528,POLICE OFFICER,7/11/2012,5970
953528,DETECTIVE,5/3/2019,7791
953528,SERGEANT,8/26/2022,791
965600,POLICE OFFICER,1/10/2018,15060
979575,POLICE OFFICER,4/24/2024,20159
959697,POLICE OFFICER,10/7/2015,20559
960051,POLICE OFFICER,10/7/2015,21225
947579,POLICE OFFICER,7/8/2008,24652
947579,SERGEANT,3/18/2021,807
970294,POLICE OFFICER,11/2/2020,18030
946368,POLICE OFFICER,1/7/2008,22046
