taxid,rank,date,shield_no
948900,POLICE OFFICER,7/6/2010,1493
923774,POLICE OFFICER,7/7/1999,6274
923774,DETECTIVE,12/23/2024,2382
981198,POLICE OFFICER,1/29/2025,9999
901477,POLICE OFFICER,6/30/1992,6874
901477,PO SPECIAL ASSIGN,8/1/1998,
901477,SERGEANT,11/26/2002,2495
901477,LIEUTENANT,12/30/2005,
901477,LT SPECIAL ASSIGN,12/22/2020,
969179,POLICE OFFICER,1/6/2020,24789
941669,POLICE OFFICER,7/10/2006,10475
941669,DETECTIVE,11/20/2018,1611
938382,POLICE OFFICER,7/11/2005,10065
963966,POLICE OFFICER,7/5/2017,25787
974827,POLICE OFFICER,7/13/2022,21533
943175,POLICE OFFICER,1/10/2007,19232
948901,POLICE OFFICER,7/6/2010,1587
973360,POLICE OFFICER,12/29/2021,31000
977125,POLICE OFFICER,7/5/2023,22627
958516,POLICE OFFICER,7/8/2015,7384
972442,POLICE OFFICER,7/16/2021,24085
962974,POLICE OFFICER,1/4/2017,23809
975440,POLICE OFFICER,10/19/2022,14800
982242,POLICE OFFICER,4/30/2025,20305
960471,POLICE OFFICER,1/6/2016,11045
960471,SERGEANT,9/29/2023,4714
963967,POLICE OFFICER,7/5/2017,16333
963967,SERGEANT,11/21/2023,5105
980499,POLICE OFFICER,10/30/2024,15541
967850,POLICE OFFICER,7/1/2019,15100
967486,POLICE OFFICER,4/15/2019,9354
981253,POLICE OFFICER,1/29/2025,27342
938383,POLICE OFFICER,7/11/2005,9781
948202,POLICE OFFICER,7/14/2009,27087
948202,SERGEANT,4/4/2024,2101
958517,POLICE OFFICER,7/8/2015,18875
958517,DETECTIVE,5/31/2024,4139
938384,POLICE OFFICER,7/11/2005,26275
938384,SERGEANT,6/9/2017,1019
938384,LIEUTENANT,2/9/2022,
936503,POLICE OFFICER,1/10/2005,8683
936503,DETECTIVE,5/30/2025,7813
974070,POLICE OFFICER,4/13/2022,12480
982243,POLICE OFFICER,4/30/2025,20643
949554,POLICE OFFICER,7/6/2010,496
977126,POLICE OFFICER,7/5/2023,23777
981254,POLICE OFFICER,1/29/2025,28307
955888,POLICE OFFICER,1/8/2014,6048
955888,DETECTIVE,4/1/2022,2942
951511,POLICE OFFICER,1/9/2012,21063
951511,SERGEANT,10/30/2019,1379
943177,POLICE OFFICER,1/10/2007,2592
948902,POLICE OFFICER,7/6/2010,9688
948902,DETECTIVE,9/30/2016,7128
948902,SERGEANT,10/30/2019,2865
948902,SGT DET SQUAD,8/30/2024,
947740,POLICE OFFICER,7/8/2008,25492
951686,POLICE OFFICER,1/9/2012,21440
923776,POLICE OFFICER,7/7/1999,2248
923776,SERGEANT,7/29/2005,2169
923776,LIEUTENANT,8/27/2010,
923776,LT DET COMMANDER,8/30/2016,
923776,CAPTAIN,2/28/2025,
962368,POLICE OFFICER,10/11/2016,18920
962368,DETECTIVE,6/27/2025,4180
967047,POLICE OFFICER,1/3/2019,23890
957553,POLICE OFFICER,1/7/2015,24052
941671,POLICE OFFICER,7/10/2006,8286
941671,DETECTIVE,7/30/2021,4135
970362,POLICE OFFICER,11/16/2020,10592
954748,POLICE OFFICER,7/9/2013,10308
982244,POLICE OFFICER,4/30/2025,20944
980500,POLICE OFFICER,10/30/2024,16947
973081,POLICE OFFICER,10/15/2021,1320
973081,POLICE OFFICER,2/16/2022,11439
948903,POLICE OFFICER,7/6/2010,4788
948903,DETECTIVE,11/26/2019,2956
948903,SERGEANT,12/22/2023,5379
973362,POLICE OFFICER,12/29/2021,31306
948904,POLICE OFFICER,7/6/2010,7509
948904,SERGEANT,3/27/2018,105
948904,SERGEANT,10/25/2019,1556
948904,SERGEANT,7/7/2022,4643
948904,SGT DET SQUAD,4/26/2024,
948904,LIEUTENANT,12/23/2024,
981255,POLICE OFFICER,1/29/2025,276
946948,POLICE OFFICER,7/8/2008,6341
946948,SERGEANT,2/9/2022,2707
939782,POLICE OFFICER,1/9/2006,6259
936505,POLICE OFFICER,1/10/2005,9990
965704,POLICE OFFICER,4/25/2018,4235
967851,POLICE OFFICER,7/1/2019,14493
938385,POLICE OFFICER,7/11/2005,11598
934787,POLICE OFFICER,7/1/2004,22564
934787,SERGEANT,5/29/2020,5197
948905,POLICE OFFICER,7/6/2010,21717
948905,DETECTIVE,3/31/2017,6625
948905,SERGEANT,7/21/2022,2086
964644,POLICE OFFICER,10/18/2017,6022
926417,POLICE OFFICER,9/29/2000,13346
926417,DETECTIVE,9/30/2024,4788
948203,POLICE OFFICER,7/14/2009,27390
948203,SERGEANT,9/30/2024,1389
934788,POLICE OFFICER,7/1/2004,401
934788,SERGEANT,11/24/2020,3994
973363,POLICE OFFICER,12/29/2021,24175
976092,POLICE OFFICER,1/17/2023,12376
967487,POLICE OFFICER,4/15/2019,13248
967487,SERGEANT,6/28/2024,5389
926787,POLICE OFFICER,9/29/2000,9642
926787,SERGEANT,12/30/2005,2479
951687,POLICE OFFICER,1/9/2012,3129
951687,DETECTIVE,7/30/2021,1835
972612,POLICE OFFICER,10/12/2021,1323
980501,POLICE OFFICER,10/30/2024,18567
943180,POLICE OFFICER,1/10/2007,5931
941673,POLICE OFFICER,7/10/2006,23689
941673,DETECTIVE,11/26/2013,941
941673,SERGEANT,4/25/2014,940
948204,POLICE OFFICER,7/14/2009,2925
948204,DETECTIVE,10/26/2018,5215
963015,POLICE OFFICER,1/4/2017,20912
963015,POLICE OFFICER,4/20/2017,9304
