taxid,rank,date,shield_no
942552,POLICE OFFICER,7/10/2006,23722
942552,SERGEANT,6/28/2013,2605
942552,LIEUTENANT,12/22/2020,
962808,POLICE OFFICER,10/11/2016,22379
965874,POLICE OFFICER,4/25/2018,3713
965874,DETECTIVE,11/21/2023,6136
976411,POLICE OFFICER,1/17/2023,819
978991,POLICE OFFICER,1/17/2024,13484
968815,POLICE OFFICER,10/7/2019,22304
951266,POLICE OFFICER,7/6/2011,30497
966858,POLICE OFFICER,10/24/2018,28978
934187,POLICE OFFICER,1/20/2004,25385
934187,SERGEANT,12/17/2015,3674
942553,POLICE OFFICER,7/10/2006,26302
934188,POLICE OFFICER,1/20/2004,8060
934188,DETECTIVE,2/28/2014,7020
934188,SERGEANT,4/28/2017,269
934188,SGT DET SQUAD,2/28/2025,
980331,POLICE OFFICER,7/19/2024,13267
964778,POLICE OFFICER,10/18/2017,4519
964778,SERGEANT,7/28/2023,1750
942554,POLICE OFFICER,7/10/2006,19881
942554,DETECTIVE,10/25/2013,2825
942554,DETECTIVE,12/2/2019,825
977670,POLICE OFFICER,7/19/2023,18465
958078,POLICE OFFICER,1/7/2015,15706
958078,SERGEANT,4/4/2024,4034
976412,POLICE OFFICER,1/17/2023,606
951267,POLICE OFFICER,7/6/2011,25311
951267,DETECTIVE,6/10/2021,3582
951267,SERGEANT,7/30/2021,1968
931229,POLICE OFFICER,7/1/2002,15025
931229,SERGEANT,11/24/2009,1667
931229,SGT DET SQUAD,6/28/2013,
976413,POLICE OFFICER,1/17/2023,11203
981884,POLICE OFFICER,1/29/2025,639
958079,POLICE OFFICER,1/7/2015,9108
952246,POLICE OFFICER,1/9/2012,8114
952246,SERGEANT,1/30/2018,4393
952246,LIEUTENANT,4/4/2024,
946263,POLICE OFFICER,1/7/2008,27744
946263,DETECTIVE,10/26/2018,5285
980202,POLICE OFFICER,7/3/2024,21025
953412,POLICE OFFICER,7/11/2012,17551
939472,POLICE OFFICER,7/11/2005,3037
939472,SERGEANT,11/26/2013,2038
940742,POLICE OFFICER,1/9/2006,21263
939474,POLICE OFFICER,7/11/2005,5064
939474,DETECTIVE,5/3/2019,1441
939474,SERGEANT,6/28/2019,402
939474,LIEUTENANT,9/30/2024,
935755,POLICE OFFICER,7/1/2004,24655
935755,DETECTIVE,6/10/2021,3837
955501,POLICE OFFICER,7/9/2013,7496
942556,POLICE OFFICER,7/10/2006,26385
942556,DETECTIVE,3/2/2015,4689
942556,DETECTIVE,9/13/2024,545
