taxid,rank,date,shield_no
950054,POLICE OFFICER,7/6/2011,12537
950054,DETECTIVE,12/22/2017,229
964914,POLICE OFFICER,1/10/2018,8961
964914,DETECTIVE,8/30/2024,276
960213,POLICE OFFICER,1/6/2016,14970
960213,SERGEANT,8/8/2025,2150
956418,POLICE OFFICER,7/9/2014,9263
956418,DETECTIVE,7/30/2021,1919
981075,POLICE OFFICER,1/29/2025,22708
941399,POLICE OFFICER,7/10/2006,19049
921139,POLICE OFFICER,7/1/1998,19257
921139,SERGEANT,8/29/2003,4482
921139,LIEUTENANT,6/26/2009,
921139,CAPTAIN,2/24/2012,
921139,DEPUTY INSPECTOR,1/30/2015,
921139,INSPECTOR,12/22/2017,
921139,DEPUTY CHIEF,7/30/2021,
921139,ASSISTANT CHIEF,1/12/2023,
969515,POLICE OFFICER,11/2/2020,16667
973241,POLICE OFFICER,12/29/2021,26136
946665,POLICE OFFICER,7/8/2008,3225
946665,SERGEANT,2/9/2022,3225
941400,POLICE OFFICER,7/10/2006,23246
946193,POLICE OFFICER,1/7/2008,14944
946193,SERGEANT,11/26/2013,1957
938336,POLICE OFFICER,7/11/2005,11058
982132,POLICE OFFICER,4/30/2025,12522
968265,POLICE OFFICER,10/7/2019,18909
950055,POLICE OFFICER,7/6/2011,1067
950055,DETECTIVE,8/30/2019,2100
964383,POLICE OFFICER,10/18/2017,7866
964383,DETECTIVE,10/25/2024,65
964383,SERGEANT,10/3/2025,2669
945496,POLICE OFFICER,1/7/2008,16277
945496,DETECTIVE,6/2/2014,3022
944352,POLICE OFFICER,7/9/2007,2454
944352,SERGEANT,3/5/2019,3403
950056,POLICE OFFICER,7/6/2011,13051
964384,POLICE OFFICER,10/18/2017,12151
956419,POLICE OFFICER,7/9/2014,3084
956419,POLICE OFFICER,12/2/2022,4484
962243,POLICE OFFICER,10/11/2016,21902
960214,POLICE OFFICER,1/6/2016,1123
960214,DETECTIVE,8/26/2022,2105
958294,POLICE OFFICER,7/8/2015,20087
958294,POLICE OFFICER,5/3/2023,2089
952449,POLICE OFFICER,7/11/2012,2386
952449,SERGEANT,2/9/2022,1191
952449,LIEUTENANT,8/30/2024,
979713,POLICE OFFICER,7/3/2024,18965
958295,POLICE OFFICER,7/8/2015,17942
971332,POLICE OFFICER,4/28/2021,1739
971332,POLICE OFFICER,8/26/2025,3113
975349,POLICE OFFICER,10/19/2022,16038
968957,POLICE OFFICER,1/6/2020,15262
962943,POLICE OFFICER,1/4/2017,21940
970409,POLICE OFFICER,12/29/2020,11154
951530,POLICE OFFICER,1/9/2012,17763
958296,POLICE OFFICER,7/8/2015,20252
