taxid,rank,date,shield_no
951081,LIEUTENANT,5/31/2024,
953601,POLICE OFFICER,7/11/2012,17717
942740,POLICE OFFICER,7/10/2006,4429
942740,SERGEANT,11/26/2013,2577
942740,SGT DET SQUAD,12/21/2021,
961584,POLICE OFFICER,4/6/2016,617
931476,POLICE OFFICER,7/1/2002,17305
942910,POLICE OFFICER,1/10/2007,5567
942910,DETECTIVE,12/17/2015,4476
982006,POLICE OFFICER,1/29/2025,27199
982752,POLICE OFFICER,4/30/2025,20207
982064,POLICE OFFICER,2/12/2025,15095
949825,POLICE OFFICER,7/6/2010,12848
980989,POLICE OFFICER,10/30/2024,4649
946409,POLICE OFFICER,1/7/2008,23717
946409,DETECTIVE,5/27/2022,5377
949826,POLICE OFFICER,7/6/2010,8483
937784,POLICE OFFICER,1/10/2005,23770
937784,DETECTIVE,6/28/2024,7324
947630,POLICE OFFICER,7/8/2008,1314
979611,POLICE OFFICER,4/24/2024,4403
965910,POLICE OFFICER,4/25/2018,2610
946410,POLICE OFFICER,1/7/2008,29564
946410,DETECTIVE,5/2/2016,4770
927702,POLICE OFFICER,9/29/2000,16827
927702,SERGEANT,10/28/2005,5281
927702,LIEUTENANT,3/30/2012,
927702,CAPTAIN,7/28/2014,
927702,DEPUTY INSPECTOR,5/29/2020,
927702,INSPECTOR,8/8/2025,
946411,POLICE OFFICER,1/7/2008,30365
916953,POLICE OFFICER,6/30/1995,13774
916953,SERGEANT,5/31/2002,2254
940888,POLICE OFFICER,1/9/2006,8128
974674,POLICE OFFICER,4/13/2022,9791
951461,POLICE OFFICER,7/6/2011,11022
951461,DETECTIVE,6/26/2015,4462
951461,SERGEANT,3/31/2023,1120
945129,POLICE OFFICER,7/9/2007,18688
945129,SERGEANT,8/30/2012,5634
945129,LIEUTENANT,11/22/2016,
945129,CAPTAIN,10/18/2021,
945129,DEPUTY INSPECTOR,6/28/2024,
945407,POLICE OFFICER,1/7/2008,4170
947631,POLICE OFFICER,7/8/2008,17837
947631,SERGEANT,7/28/2017,3552
972430,POLICE OFFICER,7/13/2021,27042
975263,POLICE OFFICER,7/13/2022,18365
936017,POLICE OFFICER,7/1/2004,7119
936017,SERGEANT,10/29/2010,3685
936017,LIEUTENANT,4/24/2015,
936017,LT DET COMMANDER,11/21/2023,
951463,POLICE OFFICER,7/6/2011,29638
982753,POLICE OFFICER,4/30/2025,29455
979612,POLICE OFFICER,4/24/2024,5415
945130,POLICE OFFICER,7/9/2007,17073
923402,POLICE OFFICER,8/31/1998,23162
923402,DETECTIVE,1/26/2007,5797
943982,POLICE OFFICER,1/10/2007,4568
943982,SERGEANT,10/25/2013,5603
973867,POLICE OFFICER,12/29/2021,21892
973868,POLICE OFFICER,12/29/2021,31261
975903,POLICE OFFICER,10/19/2022,15516
965911,POLICE OFFICER,4/25/2018,4748
949828,POLICE OFFICER,7/6/2010,4166
949828,SERGEANT,12/22/2020,1866
964352,POLICE OFFICER,7/5/2017,2889
964352,SERGEANT,2/23/2024,1110
964850,POLICE OFFICER,10/18/2017,4226
942743,POLICE OFFICER,7/10/2006,10004
942743,SERGEANT,8/30/2012,5639
942743,LIEUTENANT,9/28/2018,
942743,CAPTAIN,8/30/2024,
969439,POLICE OFFICER,1/6/2020,10527
958196,POLICE OFFICER,1/7/2015,26371
958196,SERGEANT,6/30/2023,3302
978306,POLICE OFFICER,10/25/2023,14284
961472,POLICE OFFICER,1/6/2016,3755
961472,DETECTIVE,8/8/2025,4128
974675,POLICE OFFICER,4/13/2022,6049
965638,POLICE OFFICER,1/10/2018,4142
965638,DETECTIVE,6/27/2025,4142
939733,POLICE OFFICER,7/11/2005,14779
939733,SERGEANT,2/26/2020,2856
959401,POLICE OFFICER,7/8/2015,18542
959401,DETECTIVE,2/9/2022,853
982007,POLICE OFFICER,1/29/2025,28003
979613,POLICE OFFICER,4/24/2024,16775
970954,POLICE OFFICER,12/29/2020,11090
970954,POLICE OFFICER,4/14/2023,306
977457,POLICE OFFICER,7/5/2023,27043
955692,POLICE OFFICER,7/9/2013,23854
955692,SERGEANT,12/23/2022,4440
978307,POLICE OFFICER,10/25/2023,3579
966915,POLICE OFFICER,10/24/2018,16012
919893,POLICE OFFICER,4/15/1997,29442
919893,DETECTIVE,3/30/2007,5258
973042,POLICE OFFICER,10/12/2021,8646
972324,POLICE OFFICER,7/7/2021,27637
968201,POLICE OFFICER,7/1/2019,18014
961474,POLICE OFFICER,1/6/2016,8731
961474,DETECTIVE,6/27/2025,1972
937786,POLICE OFFICER,1/10/2005,4578
937786,SERGEANT,1/30/2018,4434
947632,POLICE OFFICER,7/8/2008,24653
947632,SERGEANT,9/30/2016,2774
947632,LIEUTENANT,6/24/2022,
955693,POLICE OFFICER,7/9/2013,10007
955693,SERGEANT,8/30/2019,5636
955693,LIEUTENANT,8/30/2024,
