taxid,rank,date,shield_no
980531,POLICE OFFICER,10/30/2024,765
938507,POLICE OFFICER,7/11/2005,28976
938507,SERGEANT,1/27/2012,3098
938507,SGT DET SQUAD,6/9/2017,
938507,LIEUTENANT,10/18/2021,
926850,POLICE OFFICER,9/29/2000,8081
940161,POLICE OFFICER,1/9/2006,5466
940161,SERGEANT,2/25/2011,128
940161,LIEUTENANT,7/28/2014,
940161,LT SPECIAL ASSIGN,11/21/2017,
940161,LT DET COMMANDER,10/22/2021,
940161,LT SPECIAL ASSIGN,2/29/2024,
940161,LT DET COMMANDER,7/17/2024,
973408,POLICE OFFICER,12/29/2021,30800
948991,POLICE OFFICER,7/6/2010,27331
948991,SERGEANT,9/30/2016,1361
964003,POLICE OFFICER,7/5/2017,16817
979873,POLICE OFFICER,7/3/2024,10573
974118,POLICE OFFICER,4/13/2022,8753
977151,POLICE OFFICER,7/5/2023,15664
972648,POLICE OFFICER,10/12/2021,7516
955932,POLICE OFFICER,1/8/2014,14662
928325,POLICE OFFICER,7/2/2001,16646
928325,SERGEANT,5/25/2007,2736
928325,SGT DET SQUAD,11/23/2010,
928325,LIEUTENANT,9/28/2018,
928325,LT DET COMMANDER,10/18/2021,
974858,POLICE OFFICER,7/13/2022,26012
957602,POLICE OFFICER,1/7/2015,15643
978899,POLICE OFFICER,1/17/2024,18997
978507,POLICE OFFICER,1/3/2024,19863
978507,POLICE OFFICER,1/25/2024,6400
944221,POLICE OFFICER,7/9/2007,9878
944221,DETECTIVE,11/27/2024,824
957603,POLICE OFFICER,1/7/2015,14762
966069,POLICE OFFICER,7/2/2018,5560
966069,POLICE OFFICER,1/5/2024,5513
976127,POLICE OFFICER,1/17/2023,683
963526,POLICE OFFICER,4/12/2017,6250
941782,POLICE OFFICER,7/10/2006,31156
934888,POLICE OFFICER,7/1/2004,25003
934888,DETECTIVE,8/22/2017,4149
934888,DETECTIVE,3/24/2020,4143
935863,POLICE OFFICER,7/1/2004,18820
961523,POLICE OFFICER,4/6/2016,5600
949862,POLICE OFFICER,7/6/2011,12009
949862,SERGEANT,8/30/2019,5531
948992,POLICE OFFICER,7/6/2010,11280
948992,DETECTIVE,10/26/2018,5320
951747,POLICE OFFICER,1/9/2012,9809
951747,DETECTIVE,7/29/2019,1579
951747,SERGEANT,10/25/2024,2919
940164,POLICE OFFICER,1/9/2006,28491
940164,SERGEANT,5/29/2012,2129
976128,POLICE OFFICER,1/17/2023,1184
976129,POLICE OFFICER,1/17/2023,2814
948340,POLICE OFFICER,7/14/2009,25706
948340,SERGEANT,5/3/2019,4541
948340,SGT DET SQUAD,4/26/2024,
964520,POLICE OFFICER,10/18/2017,12462
964004,POLICE OFFICER,7/5/2017,23223
957605,POLICE OFFICER,1/7/2015,7629
969707,POLICE OFFICER,11/2/2020,12243
901574,POLICE OFFICER,6/30/1992,4543
901574,SERGEANT,5/27/1998,3515
901574,LIEUTENANT,6/29/2001,
901574,CAPTAIN,8/1/2003,
901574,DEPUTY INSPECTOR,11/25/2008,
901574,INSPECTOR,9/28/2012,
939711,POLICE OFFICER,7/11/2005,5830
979874,POLICE OFFICER,7/3/2024,23781
951748,POLICE OFFICER,1/9/2012,1672
951749,POLICE OFFICER,1/9/2012,6714
951749,SERGEANT,8/30/2019,788
951749,LIEUTENANT,5/31/2024,
952754,POLICE OFFICER,7/11/2012,488
952754,DETECTIVE,10/31/2017,19
944578,POLICE OFFICER,7/9/2007,7804
944578,DETECTIVE,4/25/2013,2360
952755,POLICE OFFICER,7/11/2012,31739
936626,POLICE OFFICER,1/10/2005,3212
938511,POLICE OFFICER,7/11/2005,3755
938511,DETECTIVE,6/26/2015,4678
938511,DETECTIVE,9/12/2019,4675
954830,POLICE OFFICER,7/9/2013,10314
954830,SERGEANT,10/18/2021,2874
947008,POLICE OFFICER,7/8/2008,15674
938512,POLICE OFFICER,7/11/2005,27399
938512,SERGEANT,8/25/2011,2221
938512,LIEUTENANT,5/29/2020,
934891,POLICE OFFICER,7/1/2004,12784
934891,DETECTIVE,6/10/2021,7375
950452,POLICE OFFICER,7/6/2011,14965
950452,DETECTIVE,9/29/2023,7581
936627,POLICE OFFICER,1/10/2005,8759
936627,DETECTIVE,3/27/2015,5242
965726,POLICE OFFICER,4/25/2018,27901
