taxid,rank,date,shield_no
948511,DETECTIVE,11/21/2017,1291
979766,POLICE OFFICER,7/3/2024,8160
966990,POLICE OFFICER,1/3/2019,29110
941522,POLICE OFFICER,7/10/2006,11608
969004,POLICE OFFICER,1/27/2020,23394
969003,POLICE OFFICER,1/6/2020,27280
944255,POLICE OFFICER,7/9/2007,19923
944255,SERGEANT,8/30/2012,2010
944255,LIEUTENANT,11/22/2016,
944255,CAPTAIN,6/28/2019,
964433,POLICE OFFICER,10/18/2017,7138
971010,POLICE OFFICER,2/24/2021,26329
974785,POLICE OFFICER,7/13/2022,18164
975294,POLICE OFFICER,7/22/2022,23962
962303,POLICE OFFICER,10/11/2016,22136
962303,POLICE OFFICER,12/29/2016,21250
962303,DETECTIVE,6/27/2025,91
941523,POLICE OFFICER,7/10/2006,20126
941523,SERGEANT,5/29/2012,1226
941523,LIEUTENANT,8/1/2016,
941523,CAPTAIN,8/31/2018,
976612,POLICE OFFICER,4/26/2023,19334
979767,POLICE OFFICER,7/3/2024,1912
955803,POLICE OFFICER,1/8/2014,13289
955803,DETECTIVE,12/21/2021,4983
955803,SERGEANT,6/30/2023,2785
945412,POLICE OFFICER,1/7/2008,16439
945412,DETECTIVE,1/25/2019,4410
945412,SERGEANT,11/24/2020,3626
953738,POLICE OFFICER,1/9/2013,11429
978434,POLICE OFFICER,1/3/2024,23258
962304,POLICE OFFICER,10/11/2016,22137
962304,SERGEANT,12/22/2023,5415
971366,POLICE OFFICER,4/28/2021,2438
973994,POLICE OFFICER,4/13/2022,13027
945573,POLICE OFFICER,1/7/2008,28681
958387,POLICE OFFICER,7/8/2015,21217
958387,DETECTIVE,9/30/2024,1785
957441,POLICE OFFICER,1/7/2015,28210
972563,POLICE OFFICER,10/12/2021,7403
932443,POLICE OFFICER,7/1/2003,19010
932443,SERGEANT,8/2/2011,408
932443,LIEUTENANT,7/28/2017,
932443,CAPTAIN,10/18/2021,
966991,POLICE OFFICER,1/3/2019,28671
941524,POLICE OFFICER,7/10/2006,11614
941524,DETECTIVE,12/21/2018,2014
949931,POLICE OFFICER,7/6/2011,16702
933681,POLICE OFFICER,1/20/2004,26992
933681,POLICE OFFICER,7/18/2006,824
933681,DETECTIVE,2/28/2008,2919
933681,DETECTIVE,5/1/2008,824
933681,SERGEANT,3/26/2010,1488
933681,LIEUTENANT,10/26/2012,
933681,CAPTAIN,6/9/2017,
933681,DEPUTY INSPECTOR,11/24/2020,
933681,INSPECTOR,11/22/2022,
977487,POLICE OFFICER,7/19/2023,17221
962221,POLICE OFFICER,10/11/2016,24496
923650,POLICE OFFICER,7/7/1999,17975
923650,DETECTIVE,3/1/2013,2626
923650,DETECTIVE,3/19/2015,4725
953291,POLICE OFFICER,7/11/2012,3319
946845,POLICE OFFICER,7/8/2008,14314
962305,POLICE OFFICER,10/11/2016,24856
944425,POLICE OFFICER,7/9/2007,8557
944425,SERGEANT,8/31/2018,4697
943069,POLICE OFFICER,1/10/2007,22028
936687,POLICE OFFICER,1/10/2005,5146
936687,DETECTIVE,4/24/2015,5146
982183,POLICE OFFICER,4/30/2025,5955
921207,POLICE OFFICER,7/1/1998,27975
921207,DETECTIVE,11/30/2005,2148
929864,POLICE OFFICER,7/1/2002,11474
929864,SERGEANT,1/27/2012,2503
977813,POLICE OFFICER,10/25/2023,11928
964979,POLICE OFFICER,1/10/2018,24398
961397,POLICE OFFICER,1/6/2016,17596
945478,POLICE OFFICER,1/8/2007,29186
945478,DETECTIVE,11/24/2015,2459
967805,POLICE OFFICER,7/1/2019,29186
952563,POLICE OFFICER,7/11/2012,23289
936328,POLICE OFFICER,1/10/2005,31854
936328,DETECTIVE,9/30/2022,7399
933682,POLICE OFFICER,1/20/2004,2203
933682,SERGEANT,2/27/2009,485
933682,LIEUTENANT,4/26/2013,
933682,CAPTAIN,6/24/2016,
933682,DEPUTY INSPECTOR,3/18/2021,
933682,INSPECTOR,4/28/2023,
933682,DEPUTY CHIEF,4/25/2025,
961678,POLICE OFFICER,7/13/2016,11384
961678,SERGEANT,9/29/2023,4680
962306,POLICE OFFICER,10/11/2016,24724
955804,POLICE OFFICER,1/8/2014,15191
974788,POLICE OFFICER,7/13/2022,19738
958388,POLICE OFFICER,7/8/2015,19096
958388,DETECTIVE,11/22/2022,1755
977081,POLICE OFFICER,7/5/2023,24705
972101,POLICE OFFICER,7/7/2021,11380
958389,POLICE OFFICER,7/8/2015,19206
958389,DETECTIVE,9/5/2025,3822
982184,POLICE OFFICER,4/30/2025,7497
960348,POLICE OFFICER,1/6/2016,17265
960348,POLICE OFFICER,6/4/2025,92
979097,POLICE OFFICER,4/24/2024,11326
956510,POLICE OFFICER,7/9/2014,13795
950183,POLICE OFFICER,7/6/2011,9192
954623,POLICE OFFICER,7/9/2013,12878
954623,SERGEANT,3/26/2020,2978
944028,POLICE OFFICER,1/10/2007,15501
944028,DETECTIVE,8/1/2016,3137
