taxid,rank,date,shield_no
966600,POLICE OFFICER,10/24/2018,569
975497,POLICE OFFICER,10/19/2022,16247
946763,POLICE OFFICER,7/8/2008,13587
946763,SERGEANT,11/3/2014,4732
946763,LIEUTENANT,2/28/2025,
965142,POLICE OFFICER,1/10/2018,12082
977534,POLICE OFFICER,7/19/2023,21590
970553,POLICE OFFICER,12/29/2020,11270
938587,POLICE OFFICER,7/11/2005,3837
968453,POLICE OFFICER,10/7/2019,13320
978521,POLICE OFFICER,1/3/2024,20643
978521,POLICE OFFICER,1/25/2024,12156
959664,POLICE OFFICER,10/7/2015,20512
971964,POLICE OFFICER,7/7/2021,10879
971964,DETECTIVE,8/30/2024,72
949043,POLICE OFFICER,7/6/2010,11818
949043,SERGEANT,3/5/2019,3579
949043,LIEUTENANT,9/30/2024,
930241,POLICE OFFICER,7/1/2002,20211
930241,SERGEANT,11/26/2013,1744
980562,POLICE OFFICER,10/30/2024,5398
950511,POLICE OFFICER,7/6/2011,20379
950511,DETECTIVE,1/25/2019,6209
974139,POLICE OFFICER,4/13/2022,13048
938588,POLICE OFFICER,7/11/2005,3785
938588,SERGEANT,3/30/2012,1587
938588,LIEUTENANT,12/23/2022,
938589,POLICE OFFICER,7/11/2005,20607
938589,SERGEANT,8/3/2012,5087
938589,LIEUTENANT,6/29/2018,
938589,CAPTAIN,5/31/2024,
921380,POLICE OFFICER,7/1/1998,17443
921380,SERGEANT,2/25/2005,387
921380,LIEUTENANT,8/29/2008,
921380,LT SPECIAL ASSIGN,5/7/2018,
976676,POLICE OFFICER,4/26/2023,18360
971965,POLICE OFFICER,7/7/2021,12014
934947,POLICE OFFICER,7/1/2004,12157
934947,SERGEANT,3/2/2015,1851
934947,LIEUTENANT,11/22/2022,
936678,POLICE OFFICER,1/10/2005,30878
954879,POLICE OFFICER,7/9/2013,20209
954879,POLICE OFFICER,7/6/2015,2677
938590,POLICE OFFICER,7/11/2005,7025
941828,POLICE OFFICER,7/10/2006,24540
941828,SERGEANT,12/21/2012,1636
941828,LIEUTENANT,3/18/2021,
979183,POLICE OFFICER,4/24/2024,8742
950512,POLICE OFFICER,7/6/2011,4726
950512,SERGEANT,11/21/2023,5138
976150,POLICE OFFICER,1/17/2023,11001
948213,POLICE OFFICER,7/14/2009,25722
950513,POLICE OFFICER,7/6/2011,23027
950513,DETECTIVE,12/22/2017,3756
974879,POLICE OFFICER,7/13/2022,18235
976678,POLICE OFFICER,4/26/2023,27845
943311,POLICE OFFICER,1/10/2007,18072
943311,DETECTIVE,7/30/2021,4187
976151,POLICE OFFICER,1/17/2023,11454
945774,POLICE OFFICER,1/7/2008,12487
945774,SERGEANT,12/22/2020,1374
952792,POLICE OFFICER,7/11/2012,15493
955956,POLICE OFFICER,1/8/2014,15881
955956,SERGEANT,4/26/2024,3758
965143,POLICE OFFICER,1/10/2018,463
960600,POLICE OFFICER,1/6/2016,15587
977919,POLICE OFFICER,10/25/2023,12600
934943,POLICE OFFICER,7/1/2004,23850
934943,DETECTIVE,4/24/2015,4092
934943,SERGEANT,2/24/2017,1564
938591,POLICE OFFICER,7/11/2005,17878
952793,POLICE OFFICER,7/11/2012,518
979895,POLICE OFFICER,7/3/2024,16066
958646,POLICE OFFICER,7/8/2015,21041
932725,POLICE OFFICER,7/1/2003,436
932725,DETECTIVE,10/30/2015,259
979896,POLICE OFFICER,7/3/2024,17089
958647,POLICE OFFICER,7/8/2015,7511
950514,POLICE OFFICER,7/6/2011,4096
962900,POLICE OFFICER,10/11/2016,18228
934944,POLICE OFFICER,7/1/2004,18645
934944,DETECTIVE,3/31/2017,6763
934944,SERGEANT,9/3/2021,2080
965144,POLICE OFFICER,1/10/2018,26959
976152,POLICE OFFICER,1/17/2023,11898
950515,POLICE OFFICER,7/6/2011,24845
969094,POLICE OFFICER,1/6/2020,26404
975498,POLICE OFFICER,10/19/2022,16945
932726,POLICE OFFICER,7/1/2003,29543
932726,DETECTIVE,12/22/2017,3746
941826,POLICE OFFICER,7/10/2006,1933
941826,SERGEANT,2/28/2014,2627
978909,POLICE OFFICER,1/17/2024,23543
930243,POLICE OFFICER,7/1/2002,11554
