taxid,rank,date,shield_no
932992,POLICE OFFICER,7/1/2003,3214
932992,SERGEANT,8/29/2008,3654
932992,LIEUTENANT,8/29/2013,
932992,CAPTAIN,9/30/2015,
932992,DEPUTY INSPECTOR,6/24/2022,
935380,POLICE OFFICER,7/1/2004,2562
935380,SERGEANT,3/18/2021,587
964183,POLICE OFFICER,7/5/2017,4222
964183,SERGEANT,11/21/2023,4222
946049,POLICE OFFICER,1/7/2008,27996
968031,POLICE OFFICER,7/1/2019,15968
902083,POLICE OFFICER,6/30/1992,11705
972816,POLICE OFFICER,10/12/2021,7163
952040,POLICE OFFICER,1/9/2012,9064
952040,SERGEANT,12/21/2018,3353
976788,POLICE OFFICER,4/26/2023,19036
943598,POLICE OFFICER,1/10/2007,13698
943598,SERGEANT,11/22/2016,2527
943598,LIEUTENANT,10/30/2025,
944581,DETECTIVE,8/17/2021,1870
965361,POLICE OFFICER,1/10/2018,14486
946149,POLICE OFFICER,1/7/2008,28409
934019,POLICE OFFICER,1/20/2004,22247
934019,SERGEANT,12/19/2014,15
934019,SGT DET SQUAD,11/14/2024,
968032,POLICE OFFICER,7/1/2019,21215
965812,POLICE OFFICER,4/25/2018,6761
965812,SERGEANT,4/4/2024,3938
958969,POLICE OFFICER,7/8/2015,19163
948392,POLICE OFFICER,7/14/2009,26597
972411,POLICE OFFICER,7/13/2021,27851
974379,POLICE OFFICER,4/13/2022,14532
979365,POLICE OFFICER,4/24/2024,10143
922854,POLICE OFFICER,8/31/1998,31619
922854,SERGEANT,11/30/2006,1966
943599,POLICE OFFICER,1/10/2007,21592
943599,DETECTIVE,10/30/2015,349
945261,POLICE OFFICER,7/9/2007,20403
952041,POLICE OFFICER,1/9/2012,20814
952041,SERGEANT,6/25/2020,4343
952041,LIEUTENANT,3/28/2025,
956121,POLICE OFFICER,1/8/2014,16360
956121,DETECTIVE,8/26/2022,7153
945262,POLICE OFFICER,7/9/2007,13089
945262,DETECTIVE,7/27/2018,1862
945262,SERGEANT,8/31/2018,4806
978669,POLICE OFFICER,1/3/2024,2362
966732,POLICE OFFICER,10/24/2018,7520
979366,POLICE OFFICER,4/24/2024,10943
968660,POLICE OFFICER,10/7/2019,18002
964672,POLICE OFFICER,10/18/2017,4483
949381,POLICE OFFICER,7/6/2010,9957
949381,SERGEANT,5/30/2023,1240
974380,POLICE OFFICER,4/13/2022,10165
956122,POLICE OFFICER,1/8/2014,13393
956122,DETECTIVE,3/28/2025,1679
939098,POLICE OFFICER,7/11/2005,24545
939098,SERGEANT,6/28/2019,298
979368,POLICE OFFICER,4/24/2024,19677
943601,POLICE OFFICER,1/10/2007,15231
943601,SERGEANT,11/26/2013,1680
969244,POLICE OFFICER,1/6/2020,18389
969244,DETECTIVE,4/25/2025,367
963176,POLICE OFFICER,1/4/2017,25089
934020,POLICE OFFICER,1/20/2004,10314
934020,DETECTIVE,10/26/2012,6430
970731,POLICE OFFICER,12/29/2020,9565
954167,POLICE OFFICER,1/9/2013,5957
954167,SERGEANT,7/21/2022,349
955245,POLICE OFFICER,7/9/2013,13616
955245,DETECTIVE,2/9/2022,1762
949383,POLICE OFFICER,7/6/2010,3599
949383,POLICE OFFICER,1/8/2018,5199
949383,DETECTIVE,11/20/2018,1396
966733,POLICE OFFICER,10/24/2018,5750
966238,POLICE OFFICER,7/2/2018,14318
966238,DETECTIVE,8/30/2024,5505
979369,POLICE OFFICER,4/24/2024,1641
979369,POLICE OFFICER,6/14/2024,14559
950930,POLICE OFFICER,7/6/2011,3334
950930,DETECTIVE,6/10/2021,3410
950930,SERGEANT,2/9/2022,2708
950930,SERGEANT,3/4/2022,3217
974381,POLICE OFFICER,4/13/2022,10390
896579,POLICE OFFICER,4/25/1990,6512
896579,SERGEANT,11/25/1997,3330
896579,LIEUTENANT,1/26/2001,
896579,CAPTAIN,5/25/2007,
896579,DEPUTY INSPECTOR,2/23/2024,
932190,POLICE OFFICER,7/1/2003,28062
932190,SERGEANT,9/29/2008,3851
932190,LIEUTENANT,11/24/2020,
974382,POLICE OFFICER,4/13/2022,10648
969246,POLICE OFFICER,1/6/2020,7694
967221,POLICE OFFICER,1/3/2019,23581
961970,POLICE OFFICER,7/13/2016,13590
977298,POLICE OFFICER,7/5/2023,25950
975683,POLICE OFFICER,10/19/2022,4454
950931,POLICE OFFICER,7/6/2011,5138
950931,DETECTIVE,11/26/2019,3031
950931,SERGEANT,5/30/2023,1767
973620,POLICE OFFICER,12/29/2021,31074
942255,POLICE OFFICER,7/10/2006,12969
942255,DETECTIVE,8/30/2012,6511
933080,POLICE OFFICER,7/1/2003,29579
933080,DETECTIVE,7/25/2008,3263
933080,SERGEANT,6/29/2012,4504
933080,SGT DET SQUAD,11/24/2020,
974383,POLICE OFFICER,4/13/2022,10908
953166,POLICE OFFICER,7/11/2012,22329
958970,POLICE OFFICER,7/8/2015,19273
958970,DETECTIVE,8/26/2022,2454
942256,POLICE OFFICER,7/10/2006,30409
981635,POLICE OFFICER,1/29/2025,17871
975684,POLICE OFFICER,10/19/2022,5152
942257,POLICE OFFICER,7/10/2006,16262
972817,POLICE OFFICER,10/12/2021,7600
951603,POLICE OFFICER,1/9/2012,13915
951603,DETECTIVE,5/31/2024,4402
978670,POLICE OFFICER,1/3/2024,20507
956123,POLICE OFFICER,1/8/2014,10813
956123,DETECTIVE,7/26/2018,534
956123,SERGEANT,7/28/2023,1523
976980,POLICE OFFICER,5/10/2023,22255
937162,POLICE OFFICER,1/10/2005,30968
937162,SERGEANT,4/25/2014,1005
937162,LIEUTENANT,9/28/2018,
937162,CAPTAIN,9/30/2024,
972135,POLICE OFFICER,7/7/2021,27487
940567,POLICE OFFICER,1/9/2006,31173
946051,POLICE OFFICER,1/7/2008,15731
946051,SERGEANT,3/2/2015,2105
934872,POLICE OFFICER,7/1/2004,668
934872,DETECTIVE,8/26/2022,668
935384,POLICE OFFICER,7/1/2004,1175
935384,DETECTIVE,4/28/2023,175
954168,POLICE OFFICER,1/9/2013,27878
954168,SERGEANT,1/29/2021,5023
954168,LIEUTENANT,7/31/2024,
975048,POLICE OFFICER,7/13/2022,21193
980744,POLICE OFFICER,10/30/2024,19109
980745,POLICE OFFICER,10/30/2024,13817
925813,POLICE OFFICER,3/1/2000,25793
925813,POLICE OFFICER,9/8/2009,25773
925813,POLICE OFFICER,10/16/2009,25793
925813,SERGEANT,9/28/2012,911
925813,SERGEANT,2/1/2013,4147
925813,LIEUTENANT,9/28/2018,
925813,CAPTAIN,4/28/2023,
950932,POLICE OFFICER,7/6/2011,28191
982518,POLICE OFFICER,4/30/2025,20468
962634,POLICE OFFICER,10/11/2016,22047
941237,POLICE OFFICER,7/10/2006,26063
945687,POLICE OFFICER,1/7/2008,23561
945687,POLICE OFFICER,5/19/2023,23569
945687,POLICE OFFICER,6/1/2023,24414
960994,POLICE OFFICER,1/6/2016,13016
980746,POLICE OFFICER,10/30/2024,14318
951493,POLICE OFFICER,1/9/2012,19088
951493,SERGEANT,10/28/2022,2282
945431,POLICE OFFICER,1/7/2008,13117
945431,DETECTIVE,3/2/2015,4674
945431,SERGEANT,2/9/2022,2709
982519,POLICE OFFICER,4/30/2025,20709
944841,POLICE OFFICER,7/9/2007,1493
944841,POLICE OFFICER,5/21/2010,12586
940496,POLICE OFFICER,1/9/2006,4987
940496,SERGEANT,12/22/2020,1595
950933,POLICE OFFICER,7/6/2011,19300
950933,DETECTIVE,7/27/2018,1866
950849,POLICE OFFICER,7/6/2011,4982
964675,POLICE OFFICER,10/18/2017,2481
964675,SERGEANT,9/5/2025,2077
980067,POLICE OFFICER,7/3/2024,2889
973621,POLICE OFFICER,12/29/2021,30441
971161,POLICE OFFICER,2/24/2021,26498
971162,POLICE OFFICER,2/24/2021,24942
959838,POLICE OFFICER,10/7/2015,21844
937918,POLICE OFFICER,7/11/2005,12449
937918,DETECTIVE,4/24/2015,4759
953167,POLICE OFFICER,7/11/2012,12442
944842,POLICE OFFICER,7/9/2007,19198
944842,SERGEANT,9/5/2014,4058
939375,POLICE OFFICER,7/11/2005,1860
969247,POLICE OFFICER,1/6/2020,24830
967620,POLICE OFFICER,4/15/2019,8240
