taxid,rank,date,shield_no
926281,POLICE OFFICER,3/1/2000,4091
926281,DETECTIVE,11/29/2006,2439
934299,POLICE OFFICER,1/20/2004,23376
934299,DETECTIVE,2/27/2009,5165
934299,SERGEANT,12/21/2012,2117
934299,LIEUTENANT,11/22/2016,
958162,POLICE OFFICER,1/7/2015,22352
958162,SERGEANT,4/4/2024,4066
958163,POLICE OFFICER,1/7/2015,13961
958163,SERGEANT,6/28/2024,4613
892696,POLICE OFFICER,1/1/1990,8665
892696,DETECTIVE,4/7/1995,4580
970308,POLICE OFFICER,11/2/2020,22634
972428,POLICE OFFICER,7/13/2021,25166
942687,POLICE OFFICER,7/10/2006,29451
942687,SERGEANT,9/5/2014,4696
942687,LIEUTENANT,12/21/2021,
942687,LT SPECIAL ASSIGN,3/28/2025,
963800,POLICE OFFICER,4/12/2017,1536
911838,POLICE OFFICER,4/1/1995,13731
911838,DETECTIVE,9/25/1997,4772
911838,SERGEANT,11/25/2003,1618
911838,LIEUTENANT,6/26/2009,
911838,CAPTAIN,7/28/2014,
945091,POLICE OFFICER,7/9/2007,3549
945091,DETECTIVE,10/26/2018,5505
945091,SERGEANT,10/31/2023,5065
943940,POLICE OFFICER,1/10/2007,8632
943940,POLICE OFFICER,5/8/2007,18203
943940,DETECTIVE,10/30/2015,1394
948438,POLICE OFFICER,7/14/2009,26419
948438,SERGEANT,7/28/2017,3517
963323,POLICE OFFICER,1/4/2017,21847
963801,POLICE OFFICER,4/12/2017,1577
975881,POLICE OFFICER,10/19/2022,1946
937710,POLICE OFFICER,1/10/2005,3885
937710,DETECTIVE,4/26/2013,2614
975882,POLICE OFFICER,10/19/2022,2425
955654,POLICE OFFICER,7/9/2013,1379
955654,DETECTIVE,5/30/2023,384
962159,POLICE OFFICER,7/13/2016,11222
962159,DETECTIVE,3/15/2024,1879
949784,POLICE OFFICER,7/6/2010,6600
973030,POLICE OFFICER,10/12/2021,2574
955655,POLICE OFFICER,7/9/2013,31991
926283,POLICE OFFICER,3/1/2000,11502
