taxid,rank,date,shield_no
932821,DETECTIVE,12/21/2012,567
972450,POLICE OFFICER,7/16/2021,21688
928531,POLICE OFFICER,7/2/2001,13823
928531,SERGEANT,9/29/2009,3005
928531,SERGEANT,2/6/2018,3085
928531,SGT DET SQUAD,12/21/2018,
941950,POLICE OFFICER,7/10/2006,678
941950,SERGEANT,11/27/2024,651
944676,POLICE OFFICER,7/9/2007,6764
967930,POLICE OFFICER,7/1/2019,18873
967930,SERGEANT,7/31/2024,415
964571,POLICE OFFICER,10/18/2017,741
964571,SERGEANT,9/29/2023,4798
943398,POLICE OFFICER,1/10/2007,5163
943398,SERGEANT,8/29/2013,3753
943398,LIEUTENANT,9/28/2018,
943398,LT SPECIAL ASSIGN,3/28/2025,
974939,POLICE OFFICER,7/13/2022,17748
969823,POLICE OFFICER,11/2/2020,24961
965218,POLICE OFFICER,1/10/2018,10388
947780,POLICE OFFICER,7/8/2008,24953
947780,SERGEANT,8/29/2013,3782
947780,LIEUTENANT,4/30/2020,
947780,CAPTAIN,1/27/2023,
945851,POLICE OFFICER,1/7/2008,14164
945851,SERGEANT,11/24/2020,4572
957710,POLICE OFFICER,1/7/2015,16577
957710,SERGEANT,5/30/2023,1711
950626,POLICE OFFICER,7/6/2011,24377
950626,DETECTIVE,1/27/2023,5461
952889,POLICE OFFICER,7/11/2012,13649
952889,SERGEANT,2/9/2022,2051
979245,POLICE OFFICER,4/24/2024,4727
979246,POLICE OFFICER,4/24/2024,19912
969132,POLICE OFFICER,1/6/2020,23060
954001,POLICE OFFICER,1/9/2013,21900
957711,POLICE OFFICER,1/7/2015,24468
943399,POLICE OFFICER,1/10/2007,11271
943399,SERGEANT,9/3/2021,2179
961836,POLICE OFFICER,7/13/2016,17274
961836,DETECTIVE,1/26/2024,1699
968515,POLICE OFFICER,10/7/2019,31751
978924,POLICE OFFICER,1/17/2024,2081
974209,POLICE OFFICER,4/13/2022,1434
971492,POLICE OFFICER,4/28/2021,16224
952891,POLICE OFFICER,7/11/2012,31054
962501,POLICE OFFICER,10/11/2016,23069
962501,POLICE OFFICER,11/19/2018,20598
967931,POLICE OFFICER,7/1/2019,17691
967123,POLICE OFFICER,1/3/2019,28815
968516,POLICE OFFICER,10/7/2019,6772
954003,POLICE OFFICER,1/9/2013,21936
957712,POLICE OFFICER,1/7/2015,9296
957712,DETECTIVE,8/30/2024,5709
965758,POLICE OFFICER,4/25/2018,5105
933566,POLICE OFFICER,1/20/2004,1067
933566,DETECTIVE,4/29/2011,6211
933566,SERGEANT,9/3/2021,1017
965219,POLICE OFFICER,1/10/2018,30935
936810,POLICE OFFICER,1/10/2005,24116
936810,DETECTIVE,2/26/2020,7171
970619,POLICE OFFICER,12/29/2020,25215
970619,POLICE OFFICER,3/10/2021,24116
950627,POLICE OFFICER,7/6/2011,27174
950627,DETECTIVE,2/9/2022,1504
977972,POLICE OFFICER,10/25/2023,20873
950628,POLICE OFFICER,7/6/2011,756
936082,POLICE OFFICER,1/10/2005,5620
980628,POLICE OFFICER,10/30/2024,16037
979950,POLICE OFFICER,7/3/2024,3847
970621,POLICE OFFICER,12/29/2020,11466
981427,POLICE OFFICER,1/29/2025,15282
958174,POLICE OFFICER,1/7/2015,15908
958174,SERGEANT,1/31/2025,3272
940302,POLICE OFFICER,1/9/2006,16029
980627,POLICE OFFICER,10/30/2024,5567
966120,POLICE OFFICER,7/2/2018,5746
966120,DETECTIVE,8/30/2024,3143
941698,POLICE OFFICER,7/10/2006,30326
977973,POLICE OFFICER,10/25/2023,24771
941953,POLICE OFFICER,7/10/2006,15128
