taxid,rank,date,shield_no
945511,SERGEANT,3/28/2013,3464
945511,LIEUTENANT,11/22/2016,
956436,POLICE OFFICER,7/9/2014,12359
950080,POLICE OFFICER,7/6/2011,11831
950080,SERGEANT,10/7/2019,4312
973255,POLICE OFFICER,12/29/2021,29633
941426,POLICE OFFICER,7/10/2006,12151
941426,SERGEANT,9/30/2013,3796
964393,POLICE OFFICER,10/18/2017,24729
964393,DETECTIVE,2/23/2024,2119
950081,POLICE OFFICER,7/6/2011,10250
963404,POLICE OFFICER,4/12/2017,3473
948181,POLICE OFFICER,7/14/2009,27354
948181,SERGEANT,6/5/2018,2505
975358,POLICE OFFICER,10/19/2022,9476
934493,POLICE OFFICER,7/1/2004,5385
954551,POLICE OFFICER,7/9/2013,26671
977478,POLICE OFFICER,7/19/2023,15002
968967,POLICE OFFICER,1/6/2020,27135
950082,POLICE OFFICER,7/6/2011,16592
950082,SERGEANT,7/30/2021,2187
952466,POLICE OFFICER,7/11/2012,23905
952466,SERGEANT,12/22/2023,5274
952467,POLICE OFFICER,7/11/2012,22480
975359,POLICE OFFICER,10/19/2022,14730
981092,POLICE OFFICER,1/29/2025,26745
952468,POLICE OFFICER,7/11/2012,13338
952468,DETECTIVE,12/22/2017,6513
952468,SERGEANT,11/24/2020,3077
952468,SERGEANT,7/26/2023,3049
938066,POLICE OFFICER,7/11/2005,6837
980390,POLICE OFFICER,10/30/2024,6285
935905,POLICE OFFICER,7/1/2004,9701
935905,DETECTIVE,9/28/2017,2178
957384,POLICE OFFICER,1/7/2015,16227
961646,POLICE OFFICER,7/13/2016,15364
980391,POLICE OFFICER,10/30/2024,18222
971337,POLICE OFFICER,4/28/2021,19616
953684,POLICE OFFICER,1/9/2013,13227
953684,DETECTIVE,6/10/2021,2411
966465,POLICE OFFICER,10/24/2018,2435
979061,POLICE OFFICER,4/24/2024,11324
971832,POLICE OFFICER,7/7/2021,24474
958309,POLICE OFFICER,7/8/2015,20096
958309,DETECTIVE,2/9/2022,1062
924951,POLICE OFFICER,3/1/2000,1236
924951,DETECTIVE,12/21/2007,4031
953685,POLICE OFFICER,1/9/2013,29653
953685,SERGEANT,5/29/2020,5093
963874,POLICE OFFICER,7/5/2017,15833
963874,SERGEANT,7/28/2023,1184
959492,POLICE OFFICER,10/7/2015,2335
943002,POLICE OFFICER,1/10/2007,14908
943002,SERGEANT,12/21/2012,1225
943002,LIEUTENANT,6/10/2021,
956437,POLICE OFFICER,7/9/2014,15301
936208,POLICE OFFICER,1/10/2005,25292
936208,DETECTIVE,8/26/2022,6635
962258,POLICE OFFICER,10/11/2016,21910
962258,POLICE OFFICER,12/15/2020,4230
950083,POLICE OFFICER,7/6/2011,2915
950083,SERGEANT,3/18/2021,356
943003,POLICE OFFICER,1/10/2007,7800
943003,DETECTIVE,8/31/2015,3131
943004,POLICE OFFICER,1/10/2007,17627
943004,DETECTIVE,1/30/2015,4033
943374,POLICE OFFICER,1/10/2007,18428
943374,SERGEANT,10/7/2019,3229
981093,POLICE OFFICER,1/29/2025,27241
929427,POLICE OFFICER,7/1/2002,24553
929427,DETECTIVE,9/30/2013,1592
970417,POLICE OFFICER,12/29/2020,25248
970417,POLICE OFFICER,2/3/2021,1988
948674,POLICE OFFICER,7/6/2010,1724
953699,POLICE OFFICER,1/9/2013,19637
953699,SERGEANT,5/29/2020,1886
945512,POLICE OFFICER,1/7/2008,21286
945512,SERGEANT,3/1/2013,1886
945512,LIEUTENANT,2/24/2017,
945512,CAPTAIN,4/30/2020,
945512,DEPUTY INSPECTOR,9/29/2023,
945512,INSPECTOR,10/30/2025,
927929,POLICE OFFICER,7/2/2001,168
927929,DETECTIVE,2/29/2008,111
978402,POLICE OFFICER,1/3/2024,1069
946784,POLICE OFFICER,7/8/2008,230
946784,SERGEANT,7/27/2018,439
929732,POLICE OFFICER,7/1/2002,392
929732,SERGEANT,6/24/2011,922
929732,LIEUTENANT,3/28/2014,
967776,POLICE OFFICER,7/1/2019,19500
936209,POLICE OFFICER,1/10/2005,17574
936209,SERGEANT,4/29/2011,295
936209,LIEUTENANT,3/28/2014,
951547,POLICE OFFICER,1/9/2012,18579
951547,SERGEANT,6/25/2020,3862
929733,POLICE OFFICER,7/1/2002,8970
929733,SERGEANT,11/30/2007,4843
929733,LIEUTENANT,11/20/2018,
938068,POLICE OFFICER,7/11/2005,2073
938068,POLICE OFFICER,1/10/2006,16815
973257,POLICE OFFICER,12/29/2021,28123
936210,POLICE OFFICER,1/10/2005,16792
936210,SERGEANT,6/24/2011,1132
936210,LIEUTENANT,2/26/2020,
952470,POLICE OFFICER,7/11/2012,4203
979726,POLICE OFFICER,7/3/2024,14221
980392,POLICE OFFICER,10/30/2024,8397
934496,POLICE OFFICER,7/1/2004,2063
934496,SERGEANT,9/29/2009,1718
934496,LIEUTENANT,11/24/2015,
957385,POLICE OFFICER,1/7/2015,15983
975998,POLICE OFFICER,1/17/2023,856
939922,POLICE OFFICER,1/9/2006,85
954552,POLICE OFFICER,7/9/2013,27576
938756,POLICE OFFICER,7/11/2005,7988
960251,POLICE OFFICER,1/6/2016,13655
949842,POLICE OFFICER,7/6/2011,4531
950084,POLICE OFFICER,7/6/2011,23628
950084,DETECTIVE,9/30/2024,5790
950084,SERGEANT,10/3/2025,2689
936211,POLICE OFFICER,1/10/2005,17410
936211,DETECTIVE,12/23/2013,4530
960253,POLICE OFFICER,1/6/2016,10447
973949,POLICE OFFICER,4/13/2022,11457
981094,POLICE OFFICER,1/29/2025,28112
929734,POLICE OFFICER,7/1/2002,22702
977479,POLICE OFFICER,7/19/2023,15005
970418,POLICE OFFICER,12/29/2020,4140
962259,POLICE OFFICER,10/11/2016,25570
980393,POLICE OFFICER,10/30/2024,16665
976590,POLICE OFFICER,4/26/2023,28074
980394,POLICE OFFICER,10/30/2024,18275
956438,POLICE OFFICER,7/9/2014,14501
973950,POLICE OFFICER,4/13/2022,12035
959493,POLICE OFFICER,10/7/2015,20095
936212,POLICE OFFICER,1/10/2005,18912
936212,SERGEANT,8/29/2013,2724
936212,LIEUTENANT,6/5/2018,
976939,POLICE OFFICER,5/10/2023,24244
945514,POLICE OFFICER,1/7/2008,25712
976591,POLICE OFFICER,4/26/2023,15662
938069,POLICE OFFICER,7/11/2005,3253
938069,SERGEANT,2/25/2011,2473
938069,LIEUTENANT,10/25/2013,
964394,POLICE OFFICER,10/18/2017,1350
923562,POLICE OFFICER,7/7/1999,6454
979727,POLICE OFFICER,7/3/2024,223
941431,POLICE OFFICER,7/10/2006,11061
941431,SERGEANT,10/25/2013,586
941431,SGT DET SQUAD,4/26/2024,
973951,POLICE OFFICER,4/13/2022,13260
971833,POLICE OFFICER,7/7/2021,27192
948676,POLICE OFFICER,7/6/2010,1730
948676,SERGEANT,6/25/2020,3911
955757,POLICE OFFICER,1/8/2014,11895
963875,POLICE OFFICER,7/5/2017,20798
953686,POLICE OFFICER,1/9/2013,4135
938070,POLICE OFFICER,7/11/2005,9664
938070,DETECTIVE,12/19/2014,4128
979728,POLICE OFFICER,7/3/2024,16795
973952,POLICE OFFICER,4/13/2022,13497
940381,POLICE OFFICER,1/9/2006,20765
940381,DETECTIVE,10/30/2015,198
923563,POLICE OFFICER,7/7/1999,21369
923563,SERGEANT,10/28/2005,5429
923563,SGT DET SQUAD,12/21/2018,
950085,POLICE OFFICER,7/6/2011,20808
950085,POLICE OFFICER,9/10/2018,21180
950085,POLICE OFFICER,11/5/2018,20808
950085,DETECTIVE,2/23/2024,5144
950085,SERGEANT,6/27/2025,1106
941432,POLICE OFFICER,7/10/2006,10437
953687,POLICE OFFICER,1/9/2013,860
982142,POLICE OFFICER,4/30/2025,26634
946667,POLICE OFFICER,7/8/2008,5417
946667,SERGEANT,8/29/2013,2741
946667,SERGEANT,2/20/2014,273
946667,LIEUTENANT,8/30/2019,
946667,CAPTAIN,5/30/2023,
934497,POLICE OFFICER,7/1/2004,2804
934497,SERGEANT,8/30/2012,1835
934497,LIEUTENANT,8/1/2016,
977062,POLICE OFFICER,7/5/2023,24682
958312,POLICE OFFICER,7/8/2015,6891
958312,SERGEANT,7/31/2024,152
974753,POLICE OFFICER,7/13/2022,24779
927930,POLICE OFFICER,7/2/2001,244
927930,SERGEANT,4/29/2011,414
