taxid,rank,date,shield_no
949626,DETECTIVE,8/31/2018,983
949626,SERGEANT,10/18/2021,3106
975803,POLICE OFFICER,10/19/2022,31645
937155,POLICE OFFICER,1/10/2005,9649
937155,SERGEANT,3/27/2015,5303
964921,POLICE OFFICER,1/10/2018,15548
948130,POLICE OFFICER,1/14/2009,4629
948130,SERGEANT,6/10/2021,1497
937493,POLICE OFFICER,1/10/2005,17308
967685,POLICE OFFICER,4/15/2019,10198
977389,POLICE OFFICER,7/5/2023,21248
975804,POLICE OFFICER,10/19/2022,1906
980183,POLICE OFFICER,7/3/2024,6171
934276,POLICE OFFICER,1/20/2004,5702
936024,POLICE OFFICER,7/1/2004,4167
958056,POLICE OFFICER,1/7/2015,23616
935701,POLICE OFFICER,7/1/2004,3890
935701,SERGEANT,6/9/2017,3980
935701,SGT DET SQUAD,3/31/2023,
951211,POLICE OFFICER,7/6/2011,5222
942519,POLICE OFFICER,7/10/2006,11678
942519,DETECTIVE,3/18/2021,3386
971224,POLICE OFFICER,2/24/2021,22466
978772,POLICE OFFICER,1/3/2024,28981
974526,POLICE OFFICER,4/13/2022,6697
957134,POLICE OFFICER,7/9/2014,6468
942520,POLICE OFFICER,7/10/2006,2827
905379,POLICE OFFICER,8/30/1993,29854
905379,SERGEANT,10/2/1998,5204
905379,LIEUTENANT,11/20/2001,
905379,CAPTAIN,8/26/2005,
905379,DEPUTY INSPECTOR,3/29/2016,
905379,INSPECTOR,12/21/2018,
905379,DEPUTY CHIEF,11/27/2024,
957135,POLICE OFFICER,7/9/2014,14698
951213,POLICE OFFICER,7/6/2011,9508
951213,SERGEANT,9/5/2025,2451
974527,POLICE OFFICER,4/13/2022,7228
933329,POLICE OFFICER,7/1/2003,9022
933329,SERGEANT,8/29/2008,3683
933329,LIEUTENANT,10/30/2015,
933329,LT DET COMMANDER,4/1/2022,
943784,POLICE OFFICER,1/10/2007,26787
943784,SERGEANT,12/17/2015,3642
943784,LIEUTENANT,6/5/2018,
943784,CAPTAIN,1/27/2023,
975805,POLICE OFFICER,10/19/2022,2350
975805,POLICE OFFICER,12/13/2022,6743
970189,POLICE OFFICER,11/2/2020,26120
955447,POLICE OFFICER,7/9/2013,25996
962086,POLICE OFFICER,7/13/2016,1074
978201,POLICE OFFICER,10/25/2023,11401
938386,POLICE OFFICER,7/11/2005,16153
953369,POLICE OFFICER,7/11/2012,24107
953369,DETECTIVE,6/24/2022,5944
953369,DETECTIVE,6/28/2022,6656
943785,POLICE OFFICER,1/10/2007,24928
943785,DETECTIVE,5/27/2022,5328
973766,POLICE OFFICER,12/29/2021,31411
939425,POLICE OFFICER,7/11/2005,28320
939425,SERGEANT,3/30/2012,4045
