taxid,rank,date,shield_no
964992,POLICE OFFICER,1/10/2018,26486
951609,POLICE OFFICER,1/9/2012,13389
951609,SERGEANT,3/18/2021,3173
980450,POLICE OFFICER,10/30/2024,494
965688,POLICE OFFICER,4/25/2018,4211
977823,POLICE OFFICER,10/25/2023,24262
950210,POLICE OFFICER,7/6/2011,11122
950210,SERGEANT,8/25/2023,3429
974796,POLICE OFFICER,7/13/2022,18796
976045,POLICE OFFICER,1/17/2023,5860
944437,POLICE OFFICER,7/9/2007,2566
944437,SERGEANT,5/31/2024,1363
964442,POLICE OFFICER,10/18/2017,10100
938227,POLICE OFFICER,7/11/2005,30618
938227,SERGEANT,9/29/2014,1228
938227,LIEUTENANT,9/30/2022,
963822,POLICE OFFICER,4/12/2017,5092
963822,SERGEANT,6/30/2023,2797
941556,POLICE OFFICER,7/10/2006,4560
941556,SERGEANT,6/9/2017,925
921212,POLICE OFFICER,7/1/1998,11901
921212,DETECTIVE,4/4/2024,650
945414,POLICE OFFICER,1/7/2008,986
945414,SERGEANT,8/31/2015,2448
951610,POLICE OFFICER,1/9/2012,14731
951610,SERGEANT,12/21/2018,2016
955818,POLICE OFFICER,1/8/2014,14628
955818,SERGEANT,9/30/2022,3249
954642,POLICE OFFICER,7/9/2013,9356
954642,DETECTIVE,12/22/2020,3453
947674,POLICE OFFICER,7/8/2008,17993
947674,DETECTIVE,1/27/2023,262
948319,POLICE OFFICER,7/14/2009,26162
948319,SERGEANT,8/8/2025,2171
953754,POLICE OFFICER,1/9/2013,4244
953754,SERGEANT,4/26/2024,3309
936348,POLICE OFFICER,1/10/2005,27923
934641,POLICE OFFICER,7/1/2004,3375
980451,POLICE OFFICER,10/30/2024,4995
936349,POLICE OFFICER,1/10/2005,30933
936349,DETECTIVE,9/30/2013,2366
936349,SERGEANT,1/28/2016,3008
936349,SGT DET SQUAD,12/25/2021,
964993,POLICE OFFICER,1/10/2018,20704
964993,SERGEANT,9/30/2024,1293
955819,POLICE OFFICER,1/8/2014,13994
955819,SERGEANT,3/5/2019,3489
955819,LIEUTENANT,1/26/2024,
976046,POLICE OFFICER,1/17/2023,10157
967812,POLICE OFFICER,7/1/2019,20275
977087,POLICE OFFICER,7/5/2023,22562
977493,POLICE OFFICER,7/19/2023,17248
961693,POLICE OFFICER,7/13/2016,11462
965985,POLICE OFFICER,7/2/2018,13129
965986,POLICE OFFICER,7/2/2018,10014
971868,POLICE OFFICER,7/7/2021,26142
969013,POLICE OFFICER,1/6/2020,29244
974011,POLICE OFFICER,4/13/2022,14400
962980,POLICE OFFICER,1/4/2017,23954
966508,POLICE OFFICER,10/24/2018,19180
980452,POLICE OFFICER,10/30/2024,3033
960368,POLICE OFFICER,1/6/2016,6051
938228,POLICE OFFICER,7/11/2005,16245
938228,SERGEANT,3/28/2013,3562
938228,LIEUTENANT,8/30/2016,
938228,CAPTAIN,10/30/2019,
938228,DEPUTY INSPECTOR,9/5/2025,
979105,POLICE OFFICER,4/24/2024,1360
979774,POLICE OFFICER,7/3/2024,2001
976616,POLICE OFFICER,4/26/2023,27704
962981,POLICE OFFICER,1/4/2017,23584
968326,POLICE OFFICER,10/7/2019,27154
952583,POLICE OFFICER,7/11/2012,8207
952583,POLICE OFFICER,5/1/2013,150
962315,POLICE OFFICER,10/11/2016,19275
962315,SERGEANT,7/31/2024,214
980453,POLICE OFFICER,10/30/2024,6222
934640,POLICE OFFICER,7/1/2004,12929
976047,POLICE OFFICER,1/17/2023,2627
981154,POLICE OFFICER,1/29/2025,912
953408,POLICE OFFICER,7/11/2012,19070
953755,POLICE OFFICER,1/9/2013,6346
953755,DETECTIVE,12/22/2017,2078
952584,POLICE OFFICER,7/11/2012,9736
952584,SERGEANT,10/26/2018,848
952584,LIEUTENANT,1/26/2024,
976048,POLICE OFFICER,1/17/2023,11759
967453,POLICE OFFICER,4/15/2019,3011
975399,POLICE OFFICER,10/19/2022,20360
979775,POLICE OFFICER,7/3/2024,5115
971017,POLICE OFFICER,2/24/2021,24666
979776,POLICE OFFICER,7/3/2024,6744
976617,POLICE OFFICER,4/26/2023,21856
972576,POLICE OFFICER,10/12/2021,4999
967813,POLICE OFFICER,7/1/2019,20011
966509,POLICE OFFICER,10/24/2018,10813
954152,POLICE OFFICER,1/9/2013,4294
954152,SERGEANT,2/9/2022,1376
954643,POLICE OFFICER,7/9/2013,640
954643,SERGEANT,8/30/2019,5522
934643,POLICE OFFICER,7/1/2004,18001
934643,SERGEANT,6/25/2014,3951
946859,POLICE OFFICER,7/8/2008,3384
975401,POLICE OFFICER,10/19/2022,30174
976049,POLICE OFFICER,1/17/2023,11395
948780,POLICE OFFICER,7/6/2010,1371
948780,SERGEANT,3/5/2019,3491
952585,POLICE OFFICER,7/11/2012,264
952585,POLICE OFFICER,1/16/2015,6057
981155,POLICE OFFICER,1/29/2025,3060
963916,POLICE OFFICER,7/5/2017,23712
971753,POLICE OFFICER,5/17/2021,17529
969586,POLICE OFFICER,11/2/2020,11442
945586,POLICE OFFICER,1/7/2008,5111
949160,POLICE OFFICER,7/6/2010,192
949160,SERGEANT,5/27/2022,3413
949160,POLICE OFFICER,11/14/2022,192
948781,POLICE OFFICER,7/6/2010,982
948781,DETECTIVE,12/21/2021,4990
964443,POLICE OFFICER,10/18/2017,1456
964443,DETECTIVE,5/31/2024,411
932143,POLICE OFFICER,7/1/2003,7051
981156,POLICE OFFICER,1/29/2025,4651
915452,POLICE OFFICER,6/30/1995,8854
915452,SERGEANT,1/25/2002,2227
974012,POLICE OFFICER,4/13/2022,6912
959132,POLICE OFFICER,7/8/2015,17415
934644,POLICE OFFICER,7/1/2004,10293
934644,DETECTIVE,10/7/2019,2075
971018,POLICE OFFICER,2/24/2021,24699
940003,POLICE OFFICER,1/9/2006,5179
962317,POLICE OFFICER,10/11/2016,22736
952587,POLICE OFFICER,7/11/2012,13481
952587,SERGEANT,11/24/2020,3697
946455,POLICE OFFICER,1/7/2008,24843
946455,DETECTIVE,3/31/2017,2226
944439,POLICE OFFICER,7/9/2007,17593
944439,DETECTIVE,3/29/2016,1514
944439,SERGEANT,8/30/2016,405
944439,LIEUTENANT,11/26/2019,
963459,POLICE OFFICER,4/12/2017,9047
941559,POLICE OFFICER,7/10/2006,353
948782,POLICE OFFICER,7/6/2010,9490
948782,SERGEANT,6/28/2024,99
932463,POLICE OFFICER,7/1/2003,13675
969014,POLICE OFFICER,1/6/2020,24349
969014,POLICE OFFICER,12/26/2023,2557
941560,POLICE OFFICER,7/10/2006,10752
941560,SERGEANT,11/22/2016,2043
941560,LIEUTENANT,7/21/2022,
959550,POLICE OFFICER,10/7/2015,16954
955820,POLICE OFFICER,1/8/2014,11955
955820,SERGEANT,3/5/2019,3493
955820,LIEUTENANT,1/26/2024,
975402,POLICE OFFICER,10/19/2022,31380
981157,POLICE OFFICER,1/29/2025,6435
962318,POLICE OFFICER,10/11/2016,22208
936350,POLICE OFFICER,1/10/2005,14735
917423,POLICE OFFICER,7/18/1996,9273
917423,SERGEANT,9/24/2004,1648
917423,SGT DET SQUAD,8/31/2007,
936351,POLICE OFFICER,1/10/2005,25352
936351,DETECTIVE,8/1/2016,1231
951611,POLICE OFFICER,1/9/2012,13741
980454,POLICE OFFICER,10/30/2024,18404
959551,POLICE OFFICER,10/7/2015,20247
959551,DETECTIVE,1/26/2024,1511
964985,POLICE OFFICER,1/10/2018,26706
964995,POLICE OFFICER,1/10/2018,3902
964995,SERGEANT,5/31/2024,1370
977088,POLICE OFFICER,7/5/2023,15577
970454,POLICE OFFICER,12/29/2020,5603
948783,POLICE OFFICER,7/6/2010,997
965989,POLICE OFFICER,7/2/2018,8688
952588,POLICE OFFICER,7/11/2012,16683
940004,POLICE OFFICER,1/9/2006,31398
946860,POLICE OFFICER,7/8/2008,4015
946860,DETECTIVE,8/22/2017,668
946860,SERGEANT,7/30/2021,1090
