taxid,rank,date,shield_no
952162,POLICE OFFICER,1/9/2012,11210
952162,POLICE OFFICER,9/15/2015,22040
951129,POLICE OFFICER,7/6/2011,15244
939297,POLICE OFFICER,7/11/2005,28959
939297,SERGEANT,10/30/2015,517
949538,POLICE OFFICER,7/6/2010,3574
949538,DETECTIVE,11/24/2020,6415
949538,SERGEANT,1/29/2021,5423
953307,POLICE OFFICER,7/11/2012,29730
978979,POLICE OFFICER,1/17/2024,25316
937363,POLICE OFFICER,1/10/2005,26848
937363,SERGEANT,9/3/2021,2450
963634,POLICE OFFICER,4/12/2017,9256
959924,POLICE OFFICER,10/7/2015,20839
959925,POLICE OFFICER,10/7/2015,21420
979657,POLICE OFFICER,5/8/2024,8484
949539,POLICE OFFICER,7/6/2010,16843
949539,SERGEANT,11/24/2020,5358
948269,POLICE OFFICER,7/14/2009,27578
948269,SERGEANT,9/30/2016,2661
948269,LIEUTENANT,12/21/2021,
947665,POLICE OFFICER,7/8/2008,22009
949942,POLICE OFFICER,7/6/2011,10146
972202,POLICE OFFICER,7/7/2021,23143
940628,POLICE OFFICER,1/9/2006,30615
940628,SERGEANT,11/26/2013,1938
940628,LIEUTENANT,10/28/2022,
945394,POLICE OFFICER,1/7/2008,23643
967289,POLICE OFFICER,1/3/2019,26257
955373,POLICE OFFICER,7/9/2013,31869
955373,POLICE OFFICER,3/21/2019,1060
955373,DETECTIVE,2/28/2025,1464
975124,POLICE OFFICER,7/13/2022,18297
951130,POLICE OFFICER,7/6/2011,20578
959128,POLICE OFFICER,7/8/2015,19056
937364,POLICE OFFICER,1/10/2005,20872
937364,SERGEANT,9/30/2016,225
937364,SGT DET SQUAD,4/26/2024,
959926,POLICE OFFICER,10/7/2015,21530
957080,POLICE OFFICER,7/9/2014,8946
957080,DETECTIVE,5/30/2023,2664
977650,POLICE OFFICER,7/19/2023,23144
941122,POLICE OFFICER,1/9/2006,23403
941122,POLICE OFFICER,3/26/2015,46
941122,DETECTIVE,5/2/2016,1082
959927,POLICE OFFICER,10/7/2015,19492
959927,SERGEANT,8/25/2023,3895
946155,POLICE OFFICER,1/7/2008,26626
946155,DETECTIVE,10/26/2018,7017
946155,SERGEANT,10/7/2019,3052
946156,POLICE OFFICER,1/7/2008,23933
946156,SERGEANT,8/31/2015,5443
946156,LIEUTENANT,2/9/2022,
970805,POLICE OFFICER,12/29/2020,1658
968089,POLICE OFFICER,7/1/2019,19011
