taxid,rank,date,shield_no
930649,DETECTIVE,8/31/2015,5403
930649,SERGEANT,9/30/2016,643
930649,LIEUTENANT,10/18/2021,
956882,POLICE OFFICER,7/9/2014,13197
951967,POLICE OFFICER,1/9/2012,10162
982460,POLICE OFFICER,4/30/2025,8698
954098,POLICE OFFICER,1/9/2013,23365
967987,POLICE OFFICER,7/1/2019,17734
942124,POLICE OFFICER,7/10/2006,24096
942124,DETECTIVE,5/30/2023,2567
937024,POLICE OFFICER,1/10/2005,8151
937024,DETECTIVE,3/1/2013,570
979320,POLICE OFFICER,4/24/2024,17280
964341,POLICE OFFICER,7/5/2017,20113
972085,POLICE OFFICER,7/7/2021,28435
930650,POLICE OFFICER,7/1/2002,18199
930650,DETECTIVE,8/29/2013,7592
980022,POLICE OFFICER,7/3/2024,19332
924700,POLICE OFFICER,7/7/1999,1744
924700,SERGEANT,6/30/2006,628
924700,LIEUTENANT,9/28/2011,
924700,LT DET COMMANDER,12/23/2022,
959787,POLICE OFFICER,10/7/2015,21986
957811,POLICE OFFICER,1/7/2015,16717
953049,POLICE OFFICER,7/11/2012,12397
953049,POLICE OFFICER,4/18/2013,2360
953049,DETECTIVE,11/20/2018,1345
953049,DETECTIVE,1/15/2019,1414
906720,POLICE OFFICER,2/28/1994,25900
906720,DETECTIVE,11/5/1997,3162
906720,DETECTIVE,10/23/2001,265
969193,POLICE OFFICER,1/6/2020,21941
969193,POLICE OFFICER,9/17/2020,26782
943521,POLICE OFFICER,1/10/2007,14620
943521,SERGEANT,8/31/2015,5409
943521,LIEUTENANT,10/28/2022,
935250,POLICE OFFICER,7/1/2004,19478
935250,SERGEANT,8/5/2009,2557
935250,LIEUTENANT,6/29/2012,
935250,CAPTAIN,6/26/2015,
935250,DEPUTY INSPECTOR,5/7/2018,
935250,INSPECTOR,6/10/2021,
935250,DEPUTY CHIEF,8/25/2023,
959788,POLICE OFFICER,10/7/2015,21996
955124,POLICE OFFICER,7/9/2013,21714
955124,DETECTIVE,3/5/2019,7846
955124,SERGEANT,6/25/2020,4279
955124,SGT DET SQUAD,9/30/2022,
955124,LIEUTENANT,5/31/2024,
977259,POLICE OFFICER,7/5/2023,25871
924134,POLICE OFFICER,7/7/1999,19855
924134,DETECTIVE,4/1/2022,7466
947798,POLICE OFFICER,7/8/2008,9788
947798,DETECTIVE,9/28/2017,3664
967183,POLICE OFFICER,1/3/2019,26218
958874,POLICE OFFICER,7/8/2015,19738
958874,DETECTIVE,6/10/2021,3243
958874,SERGEANT,9/29/2023,4837
971546,POLICE OFFICER,4/28/2021,13021
963630,POLICE OFFICER,4/12/2017,2769
969938,POLICE OFFICER,11/2/2020,19838
981548,POLICE OFFICER,1/29/2025,28594
975007,POLICE OFFICER,7/13/2022,17795
950823,POLICE OFFICER,7/6/2011,27345
958875,POLICE OFFICER,7/8/2015,18196
943522,POLICE OFFICER,1/10/2007,10303
967184,POLICE OFFICER,1/3/2019,26227
967184,SERGEANT,10/30/2025,864
937025,POLICE OFFICER,1/10/2005,24147
937025,SERGEANT,10/25/2013,4821
937025,LIEUTENANT,8/30/2019,
975636,POLICE OFFICER,10/19/2022,24035
935251,POLICE OFFICER,7/1/2004,22201
960874,POLICE OFFICER,1/6/2016,8904
960874,DETECTIVE,2/9/2022,1665
917930,POLICE OFFICER,7/18/1996,14832
917930,DETECTIVE,12/23/2004,1277
935252,POLICE OFFICER,7/1/2004,1223
973570,POLICE OFFICER,12/29/2021,25113
948087,POLICE OFFICER,1/14/2009,5431
948087,SERGEANT,6/30/2017,3329
960875,POLICE OFFICER,1/6/2016,17043
933966,POLICE OFFICER,1/20/2004,3145
933966,SERGEANT,12/23/2010,5079
937027,POLICE OFFICER,1/10/2005,20770
947211,POLICE OFFICER,7/8/2008,21934
963631,POLICE OFFICER,4/12/2017,5535
963631,DETECTIVE,7/28/2023,280
956883,POLICE OFFICER,7/9/2014,7228
956883,DETECTIVE,10/18/2021,6254
972767,POLICE OFFICER,10/12/2021,3427
902729,POLICE OFFICER,12/2/1992,16241
902729,SERGEANT,11/25/1997,2920
902729,LIEUTENANT,12/21/2000,
902729,CAPTAIN,8/26/2005,
902729,DEPUTY INSPECTOR,7/2/2010,
902729,INSPECTOR,9/29/2014,
902729,DEPUTY CHIEF,7/21/2022,
977602,POLICE OFFICER,7/19/2023,22080
932960,POLICE OFFICER,7/1/2003,8977
932960,DETECTIVE,8/30/2024,5714
956884,POLICE OFFICER,7/9/2014,8761
960670,POLICE OFFICER,1/6/2016,6203
978626,POLICE OFFICER,1/3/2024,2351
978626,POLICE OFFICER,3/1/2024,30740
969939,POLICE OFFICER,11/2/2020,22272
971547,POLICE OFFICER,4/28/2021,15710
981549,POLICE OFFICER,1/29/2025,18806
927132,POLICE OFFICER,9/29/2000,31092
972086,POLICE OFFICER,7/7/2021,28161
949253,POLICE OFFICER,7/6/2010,248
963632,POLICE OFFICER,4/12/2017,13215
965305,POLICE OFFICER,1/10/2018,14146
966189,POLICE OFFICER,7/2/2018,8497
969940,POLICE OFFICER,11/2/2020,23099
948088,POLICE OFFICER,1/14/2009,22212
948088,DETECTIVE,6/26/2015,4389
969194,POLICE OFFICER,1/6/2020,24794
975637,POLICE OFFICER,10/19/2022,30947
949460,POLICE OFFICER,7/6/2010,1303
949460,SERGEANT,7/30/2021,1838
953050,POLICE OFFICER,7/11/2012,3139
947213,POLICE OFFICER,7/8/2008,1993
947213,DETECTIVE,10/26/2018,5446
952625,POLICE OFFICER,7/11/2012,494
952625,DETECTIVE,7/27/2018,4292
948291,POLICE OFFICER,7/14/2009,27487
948291,DETECTIVE,1/25/2019,6490
958878,POLICE OFFICER,7/8/2015,18357
975638,POLICE OFFICER,10/19/2022,21506
980023,POLICE OFFICER,7/3/2024,16196
