taxid,rank,date,shield_no
969556,POLICE OFFICER,11/2/2020,25073
960299,POLICE OFFICER,1/6/2016,10488
960299,SERGEANT,4/4/2024,1069
934879,POLICE OFFICER,7/1/2004,10273
934879,DETECTIVE,12/23/2013,5840
920064,POLICE OFFICER,12/8/1997,28864
920064,SERGEANT,4/30/2004,2009
920064,LIEUTENANT,6/26/2009,
948723,POLICE OFFICER,7/6/2010,21154
948723,DETECTIVE,12/21/2018,5397
948723,SERGEANT,12/22/2023,5320
981114,POLICE OFFICER,1/29/2025,18215
965672,POLICE OFFICER,4/25/2018,12159
953712,POLICE OFFICER,1/9/2013,4198
953712,SERGEANT,2/26/2020,1348
953712,SERGEANT,11/3/2025,4197
979749,POLICE OFFICER,7/3/2024,959
979749,POLICE OFFICER,11/6/2024,1004
964411,POLICE OFFICER,10/18/2017,6563
964411,DETECTIVE,8/26/2022,6670
948724,POLICE OFFICER,7/6/2010,10927
948724,DETECTIVE,8/22/2017,426
974770,POLICE OFFICER,7/13/2022,16544
934553,POLICE OFFICER,7/1/2004,25128
934553,SERGEANT,10/28/2011,3538
934553,LIEUTENANT,2/24/2017,
934553,CAPTAIN,9/3/2021,
948725,POLICE OFFICER,7/6/2010,2535
948725,DETECTIVE,11/24/2015,2190
948725,SERGEANT,1/28/2016,2978
948725,LIEUTENANT,11/26/2019,
948725,LT SPECIAL ASSIGN,1/29/2021,
926622,POLICE OFFICER,9/29/2000,13957
926622,DETECTIVE,10/25/2007,1470
926622,DETECTIVE,9/12/2014,1474
932137,POLICE OFFICER,7/1/2003,4397
979078,POLICE OFFICER,4/24/2024,10518
925002,POLICE OFFICER,3/1/2000,7989
925002,POLICE OFFICER,10/7/2003,8508
925002,SERGEANT,9/28/2007,62
977068,POLICE OFFICER,7/5/2023,26333
952517,POLICE OFFICER,7/11/2012,11202
952517,SERGEANT,2/9/2022,1284
975920,POLICE OFFICER,10/28/2022,4802
941476,POLICE OFFICER,7/10/2006,1145
918799,POLICE OFFICER,4/15/1997,28215
918799,SERGEANT,11/26/2002,1491
918799,LIEUTENANT,6/30/2006,
918799,CAPTAIN,8/30/2012,
918799,DEPUTY INSPECTOR,12/22/2017,
918799,INSPECTOR,3/18/2021,
918799,DEPUTY CHIEF,7/31/2024,
964412,POLICE OFFICER,10/18/2017,12157
966973,POLICE OFFICER,1/3/2019,25223
977796,POLICE OFFICER,10/25/2023,15241
962961,POLICE OFFICER,1/4/2017,20411
943035,POLICE OFFICER,1/10/2007,23941
943035,DETECTIVE,1/27/2023,7523
939955,POLICE OFFICER,1/9/2006,12834
981115,POLICE OFFICER,1/29/2025,19408
979750,POLICE OFFICER,7/3/2024,301
976603,POLICE OFFICER,4/26/2023,20713
951572,POLICE OFFICER,1/9/2012,17394
971348,POLICE OFFICER,4/28/2021,8399
961501,POLICE OFFICER,4/6/2016,5066
982157,POLICE OFFICER,4/30/2025,7448
952518,POLICE OFFICER,7/11/2012,12533
945538,POLICE OFFICER,1/7/2008,23309
945538,DETECTIVE,12/22/2017,6379
952519,POLICE OFFICER,7/11/2012,13400
952519,SERGEANT,7/27/2018,474
940786,POLICE OFFICER,1/9/2006,30385
940786,SERGEANT,4/25/2014,5407
940786,LIEUTENANT,8/1/2016,
981116,POLICE OFFICER,1/29/2025,22135
932388,POLICE OFFICER,7/1/2003,8037
932388,DETECTIVE,8/25/2011,1598
939956,POLICE OFFICER,1/9/2006,12888
939956,SERGEANT,6/9/2017,877
946878,POLICE OFFICER,7/8/2008,10943
946878,SERGEANT,8/29/2013,2993
946878,SGT DET SQUAD,9/19/2016,
944019,POLICE OFFICER,1/10/2007,15449
944019,DETECTIVE,11/24/2020,4087
941477,POLICE OFFICER,7/10/2006,25100
941477,DETECTIVE,5/29/2012,756
973971,POLICE OFFICER,4/13/2022,2345
945359,POLICE OFFICER,1/7/2008,13611
945539,POLICE OFFICER,1/7/2008,13678
945539,SERGEANT,3/1/2013,2238
945539,LIEUTENANT,8/30/2016,
945539,CAPTAIN,4/30/2020,
953714,POLICE OFFICER,1/9/2013,25380
953714,DETECTIVE,6/10/2021,2443
953714,SERGEANT,2/9/2022,1285
965673,POLICE OFFICER,4/25/2018,4015
941478,POLICE OFFICER,7/10/2006,26666
941478,DETECTIVE,11/20/2018,1608
960300,POLICE OFFICER,1/6/2016,7129
973972,POLICE OFFICER,4/13/2022,6129
952521,POLICE OFFICER,7/11/2012,429
968981,POLICE OFFICER,1/6/2020,27649
952522,POLICE OFFICER,7/11/2012,16522
952522,SERGEANT,9/3/2021,1696
971000,POLICE OFFICER,2/24/2021,25969
967789,POLICE OFFICER,7/1/2019,16172
951573,POLICE OFFICER,1/9/2013,9683
962284,POLICE OFFICER,10/11/2016,21951
962284,DETECTIVE,7/31/2024,3984
973973,POLICE OFFICER,4/13/2022,6820
979751,POLICE OFFICER,7/3/2024,18271
952469,POLICE OFFICER,7/11/2012,13342
952469,SERGEANT,7/27/2018,479
952469,LIEUTENANT,4/25/2025,
932394,POLICE OFFICER,7/1/2003,24590
932394,DETECTIVE,3/26/2010,701
932394,DETECTIVE,5/27/2011,792
982158,POLICE OFFICER,4/30/2025,10209
972337,POLICE OFFICER,7/9/2021,25831
972337,POLICE OFFICER,11/18/2021,29512
973703,POLICE OFFICER,12/29/2021,26035
981118,POLICE OFFICER,1/29/2025,25154
960301,POLICE OFFICER,1/6/2016,11368
962285,POLICE OFFICER,10/11/2016,24848
964730,POLICE OFFICER,10/18/2017,3326
971001,POLICE OFFICER,2/24/2021,26327
934555,POLICE OFFICER,7/1/2004,12625
934555,DETECTIVE,5/2/2016,3890
967439,POLICE OFFICER,4/15/2019,7408
936269,POLICE OFFICER,1/10/2005,7427
936269,SERGEANT,1/29/2021,2771
947685,POLICE OFFICER,7/8/2008,2573
981119,POLICE OFFICER,1/29/2025,25679
936270,POLICE OFFICER,1/10/2005,20627
936270,SERGEANT,9/28/2012,867
934557,POLICE OFFICER,7/1/2004,23531
941480,POLICE OFFICER,7/10/2006,10679
941480,DETECTIVE,8/22/2017,479
944402,POLICE OFFICER,7/9/2007,16681
944402,SERGEANT,9/28/2012,848
944402,LIEUTENANT,6/5/2018,
944402,CAPTAIN,3/31/2023,
953715,POLICE OFFICER,1/9/2013,1747
953715,DETECTIVE,1/27/2023,7356
927077,POLICE OFFICER,9/29/2000,23490
973276,POLICE OFFICER,12/29/2021,31270
973064,POLICE OFFICER,10/15/2021,1166
979752,POLICE OFFICER,7/3/2024,19029
980421,POLICE OFFICER,10/30/2024,6190
973277,POLICE OFFICER,12/29/2021,22095
973277,POLICE OFFICER,10/24/2025,778
965036,POLICE OFFICER,1/10/2018,16229
938959,POLICE OFFICER,7/11/2005,15433
938959,DETECTIVE,5/3/2019,1417
942894,POLICE OFFICER,1/10/2007,2534
942894,SERGEANT,1/30/2018,3892
980422,POLICE OFFICER,10/30/2024,21540
946596,POLICE OFFICER,7/31/2008,27907
