taxid,rank,date,shield_no
974241,POLICE OFFICER,4/13/2022,6545
958760,POLICE OFFICER,7/8/2015,20885
958760,SERGEANT,9/30/2024,1626
959732,POLICE OFFICER,10/7/2015,26721
959732,SERGEANT,4/26/2024,3933
966136,POLICE OFFICER,7/2/2018,9742
936867,POLICE OFFICER,1/10/2005,13882
938770,POLICE OFFICER,7/11/2005,1609
959733,POLICE OFFICER,10/7/2015,1867
956022,POLICE OFFICER,1/8/2014,787
958761,POLICE OFFICER,7/8/2015,17218
958761,DETECTIVE,7/30/2021,4252
942006,POLICE OFFICER,7/10/2006,8684
942006,DETECTIVE,5/2/2016,4755
942006,SERGEANT,9/3/2021,772
942006,SGT DET SQUAD,6/28/2024,
949167,POLICE OFFICER,7/6/2010,11334
960759,POLICE OFFICER,1/6/2016,688
930482,POLICE OFFICER,7/1/2002,15691
930482,SERGEANT,3/28/2008,4634
930482,LIEUTENANT,11/22/2016,
937876,POLICE OFFICER,7/11/2005,20649
938771,POLICE OFFICER,7/11/2005,28350
938771,SERGEANT,10/28/2011,3910
938771,LIEUTENANT,9/29/2014,
938771,CAPTAIN,3/5/2019,
938771,DEPUTY INSPECTOR,11/21/2023,
968769,POLICE OFFICER,10/7/2019,19797
935113,POLICE OFFICER,7/1/2004,7564
935113,DETECTIVE,9/29/2023,7564
944701,POLICE OFFICER,7/9/2007,16363
944701,SERGEANT,3/1/2013,3343
944701,LIEUTENANT,6/29/2018,
944701,CAPTAIN,4/25/2025,
964091,POLICE OFFICER,7/5/2017,15083
978587,POLICE OFFICER,1/3/2024,20103
978587,POLICE OFFICER,1/25/2024,7125
958762,POLICE OFFICER,7/8/2015,21046
958762,SERGEANT,6/30/2023,2934
947133,POLICE OFFICER,7/8/2008,4935
979973,POLICE OFFICER,7/3/2024,10928
957736,POLICE OFFICER,1/7/2015,8800
955008,POLICE OFFICER,7/9/2013,8471
955008,SERGEANT,9/30/2024,1631
948550,POLICE OFFICER,1/11/2010,4818
948550,SERGEANT,11/22/2016,2273
948550,LIEUTENANT,7/21/2022,
960760,POLICE OFFICER,1/6/2016,7918
943439,POLICE OFFICER,1/10/2007,18681
943439,SERGEANT,1/30/2018,4046
945784,POLICE OFFICER,1/7/2008,25784
945784,DETECTIVE,10/25/2024,3148
955009,POLICE OFFICER,7/9/2013,10543
955009,SERGEANT,10/7/2019,3656
955009,LIEUTENANT,8/30/2024,
938772,POLICE OFFICER,7/11/2005,10305
938772,SERGEANT,2/28/2014,2765
938772,LIEUTENANT,2/26/2020,
965772,POLICE OFFICER,4/25/2018,11728
981459,POLICE OFFICER,1/29/2025,16860
937149,POLICE OFFICER,1/10/2005,10361
937149,DETECTIVE,12/19/2014,4224
973516,POLICE OFFICER,12/29/2021,24999
965241,POLICE OFFICER,1/10/2018,28329
942007,POLICE OFFICER,7/10/2006,27642
973517,POLICE OFFICER,12/29/2021,25842
942008,POLICE OFFICER,7/10/2006,7730
942008,SERGEANT,3/26/2020,3601
