taxid,rank,date,shield_no
954112,POLICE OFFICER,1/9/2013,7977
961651,POLICE OFFICER,7/13/2016,5740
953702,POLICE OFFICER,1/9/2013,4195
951556,POLICE OFFICER,1/9/2012,18266
924978,POLICE OFFICER,3/1/2000,19438
924978,POLICE OFFICER,3/21/2005,29378
924978,SERGEANT,9/29/2009,1722
943017,POLICE OFFICER,1/10/2007,17273
943017,POLICE OFFICER,12/30/2009,17277
943017,DETECTIVE,11/21/2017,1192
943017,SERGEANT,3/5/2019,632
963880,POLICE OFFICER,7/5/2017,21864
963880,DETECTIVE,7/31/2024,624
945523,POLICE OFFICER,1/7/2008,26731
945523,DETECTIVE,9/29/2014,2321
956451,POLICE OFFICER,7/9/2014,714
979735,POLICE OFFICER,7/3/2024,18260
962268,POLICE OFFICER,10/11/2016,20232
962268,SERGEANT,5/30/2023,1611
959507,POLICE OFFICER,10/7/2015,21354
939935,POLICE OFFICER,1/9/2006,12841
974760,POLICE OFFICER,7/13/2022,18150
966477,POLICE OFFICER,10/24/2018,441
970425,POLICE OFFICER,12/29/2020,9896
936238,POLICE OFFICER,1/10/2005,8620
914303,POLICE OFFICER,5/1/1995,28666
914303,PO SPECIAL ASSIGN,5/24/1998,
914303,DETECTIVE,12/24/2001,2330
974681,POLICE OFFICER,4/18/2022,1087
965873,POLICE OFFICER,4/25/2018,12412
965873,POLICE OFFICER,6/22/2018,19810
938108,POLICE OFFICER,7/11/2005,3304
938108,SERGEANT,12/23/2010,4442
938108,LIEUTENANT,6/26/2015,
938108,CAPTAIN,2/9/2022,
938108,DEPUTY INSPECTOR,10/3/2025,
943020,POLICE OFFICER,1/10/2007,18902
943020,POLICE OFFICER,9/24/2015,1224
943020,SERGEANT,5/2/2016,1682
943020,LIEUTENANT,9/3/2021,
943020,CAPTAIN,2/28/2025,
959267,POLICE OFFICER,7/8/2015,7983
948692,POLICE OFFICER,7/6/2010,130
948692,SERGEANT,6/30/2017,1656
948692,LIEUTENANT,6/10/2021,
948692,CAPTAIN,9/5/2025,
938109,POLICE OFFICER,7/11/2005,913
938109,DETECTIVE,4/30/2020,4295
945524,POLICE OFFICER,1/7/2008,27573
952257,POLICE OFFICER,1/9/2012,15025
951557,POLICE OFFICER,1/9/2012,14079
951557,SERGEANT,2/9/2022,1264
938111,POLICE OFFICER,7/11/2005,3283
938111,DETECTIVE,12/19/2014,4133
938111,SERGEANT,10/30/2019,1118
944379,POLICE OFFICER,7/9/2007,7484
944379,SERGEANT,8/3/2012,2666
944379,LIEUTENANT,8/30/2016,
944379,CAPTAIN,6/28/2019,
975364,POLICE OFFICER,10/19/2022,15185
956452,POLICE OFFICER,7/9/2014,14877
950104,POLICE OFFICER,7/6/2011,24669
966478,POLICE OFFICER,10/24/2018,16505
946803,POLICE OFFICER,7/8/2008,13144
962954,POLICE OFFICER,1/4/2017,23570
962954,POLICE OFFICER,3/2/2018,5673
962954,DETECTIVE,9/30/2024,5796
974761,POLICE OFFICER,7/13/2022,24790
948693,POLICE OFFICER,7/6/2010,4683
948693,POLICE OFFICER,2/4/2015,4724
952486,POLICE OFFICER,7/11/2012,11150
934530,POLICE OFFICER,7/1/2004,9104
973964,POLICE OFFICER,4/13/2022,5355
969542,POLICE OFFICER,11/2/2020,24537
936240,POLICE OFFICER,1/10/2005,27534
936240,DETECTIVE,6/29/2012,1047
941454,POLICE OFFICER,7/10/2006,19052
943022,POLICE OFFICER,1/10/2007,19687
946669,POLICE OFFICER,7/8/2008,16869
946669,DETECTIVE,6/28/2019,4500
946669,SERGEANT,10/30/2019,1148
